,0
10,공사의 완성 또는 하자보수의무의 이행의 담보로서 계약금액의 일부의 지급이 유보되는 것을 말한다. Performance Bond과 동일한 목적을 갖고 있지만 청부자에 있어서는 유보금 충당자금을 자기가 조달해야 되므로 불리하다.
11,"운임, 보험료 포함의 원형으로서 CIF조건에 대하여 수수료포함의 CIF&C;, 환비용포함의 CIF&E;, 이자포함의 CIF&I; 등의 변형조건을 말한다."
12,"신용장의 수취인을 수익자(Beneficiary) 또는 수혜자라고도 하며 수출자가 신용장 거래시에 수익자가 된다. 수익자는 원인계약과의 관계에서는 대부분의 경우 수출자이지만, 신용장거래의 특질에 따라 수출자로서의 권리를 가지는 것은 계약대로의 선적을 행하는 것에 의한 것이 아니고 신용장에 합치된 서류를 제시하는 것에 의한 것이다. 수익자는 그 기능과 보는 각도에 따라 Exporter, Seller, Shipper, Drawer, Payee(대금영수인), Accreditee(신용수령인), Addressee User(수신사용인) 등이 된다. 양도가능 신용장에서는 원신용장의 수혜자를 제1수익자라 하며 양도받은 양수인을 제2수익자라 한다."
13,"무역영어에서는 영업의 종류, 취급상품, 보험의 종류, 항로 등의 뜻으로 사용된다. Computer is our main line of business.(컴퓨터는 당사의 주력상품이다) Our company takes a line of aggressive overseas marketing.(당사는 공격적인 해외마케팅 방침을 세우고 있다) There is a considerable demand for this line in Seoul.(서울에서는 이러한 종류의 상품의 수요가 많다)"
14,"창고에 보관되어 있는 화물을 하주에 인도하기 위하여 창고내에서 반출하여 창고 입구에서 화물을 하주에게 인도하는 것을 말한다. 입고(Storing, Warehousing)에 대비되는 말이다."
15,지시식 선하증권(Order B/L)에 있어서 선박회사가 착하통지서(Arrival Notice)를 보내는 상대방을 말한다. 선하증권면의 수하인(Consignee) 기재란에 이를 위한 란이 설정되어 있고 통상화물의 수입자명이 기재된다.
16,한쪽의 약속에 대한 다른 한쪽의 반대급부(反對給付)를 말한다. 영미법은 약인의 존재를 계약의 유효조건으로 하고 있으므로 증여 등의 약인이 없는 약속은 법적으로 보호받지 못한다.
17,"

보세운송
무역용어사전

양하항에서 통관을 하지 않고 다른 보세지역에 수입화물을 운송하여 거기에서 수입통관절차를 취한다. 수출물품의 보세운송은 경기도 의왕에서 수출신고필증을 받아 수출물품이 외국물품이 된 것을 의왕에서 부산까지 보세운송하는 것이다. 보세운송은 해로운송, 육로운송 및 공로운송으로 나누어진다. 운송의 경로에 따라 두 가지 이상의 방법을 사용할 수 있다.
외국어 표기 Bonded Transportation(영어)

"
18,"

메타 태그
IT용어사전

하이퍼텍스트 생성 언어(HTML) 문서의 맨 위쪽에 위치하는 태그. HEAD 태그 사이 또는 뒤에 있어도 되지만, 반드시 BODY 태그 앞쪽에 위치해야 한다. 브라우저와 검색 엔진을 사용할 수 있도록 문서의 정보를 포함하고 있다.
외국어 표기 meta tag(영어)

"
19,"어음의 부도(Unpaid : Dishonoured)가 발생한 경우 어음의 소지인이 어음유통의 과정에서 자기앞의 배서인, 발행인에 대하여 지급을 청구하는 권리를 말한다. 어음면에 Without Recourse(상환청구권 없이)를 기재되어 있는 경우에도 영미법에서는 유효하지만, 한국의 어음법은 이것을 인정하고 있지 않으므로 어음발행인은 상환청구의 의무를 부담한다."
20,"상품 분야별 전문 매장. 종합소매점에서 취급하는 상품 가운데 한 계열의 품목군을 선택해 타 업체와 비교할 수 없을 정도의 다양한 상품 구색을 갖추고 저가에 판매하는 전문 업체다. 가전제품, 스포츠용품, 완구용품 등 대중적인 구매력을 갖춘 품목을 중심으로 여러 거점에 전문 매장이 형성되고 있다. 이러한 매장은 셀프서비스와 낮은 가격을 바탕으로 운영되는 것이 특징이다.카테고리에 ‘살인자’를 뜻하는 킬러(Killer)란 단어를 접목함으로써 상품이나 업태를 불문한 치열한 먹이사슬을 통칭하는 용어로 쓰이기도 한다. 이들은 체인화를 통한 현금 매입과 대량 매입, 전략 매입, 개발 수입 등을 무기로 판매 가격을 낮췄다는 공통적인 특징을 갖고 있다. 최근엔 가전제품, 카메라, 완구류를 넘어 의류나 식품 분야로까지 영역이 확산되고 있다. 우리나라에서는 하이마트(가전제품), 농협 하나로마트(농산품), 베스트오피스(사무용품), 맘스맘(유아용품) 등이 대표적인 카테고리 킬러다."
21,환거래계약(Correspondent Agreement)을 체결하고 있는 외국의 상대방은행을 Correspondent Bank(Corres)라고 한다. 자금수수를 제외한 단순히 서비스만을 제공하는 은행을 무예치거래은행(Nondepositoy Correspondent Bank)이라 하고 자금의 수수에 대한 서비스를 제공하는 은행을 예치환거래은행(Depository Correspondent Bank)이라고 한다.
22,"

선복
선박항해용어사전

여객을 탑승시키거나 화물을 싣도록 구획된 장소, 즉 선주가 여객 및 화주에게 해운서비스를 제공할 수 있는 탑승 및 적화장소를 말한다.
외국어 표기 ship's space(영어), freight space(영어), 船腹(한자)

"
23,Performance Guarantee라고도 부른다. 계약상의 채무자가 약정대로 계약을 이행하는 것을 제3자가 보증하는 것을 말한다. 채무자가 계약을 불이행한 경우 보증을 한 자는 보상금을 지급하거나 채무자를 대신하여 계약을 이행하는 것을 확약하는 것을 말한다.
24,"‘머물다’라는 의미의 stay와 ‘휴가’를 뜻하는 vacation의 합성어로, 집에서 휴가를 보낸다는 신조어다. 현재 전 세계적으로 전례가 없을 정도의 살인적인 고유가 때문에 미국인들의 생활 방식이 달라지고 있다. 통상적으로 독립기념일, 추수감사절, 크리스마스, 여름휴가 등 1~2주간의 휴가를 연중 몇 차례나 떠나는 미국인들이지만, 고유가로 기름값과 항공료가 급등하면서 집에서 쉬며 휴가를 보내는 사람들이 급증하고 있어 쇼핑몰과 홈쇼핑에는 이들을 위한 스테이케이션 상품까지 등장하고 있다.이밖에도 고유가의 충격으로 하이브리드 자동차를 구입하는 사람들이 늘고, 심지어는 집에서 옥수수기름을 만들 수 있는 기계까지 팔리고 있다. 휴일마다 대대적으로 이뤄지는 세일에도 사람들이 몰리지 않아 백화점, 쇼핑몰들이 골치를 앓고 있다."
25,"C/O로 약칭하며, 당해 물품이 확실하게 그 국가에서 생산되거나 제조된 것이라는 것을 증명하는 공문서로서 통상은 수출국에 주재하는 수입국 영사가 발급한다. 수입국 영사가 없는 경우 기타 특별한 경우에는 수출국의 상업회의소에서 발급하는 것을 사용한다. 원산지증명서는 원래는 수입자가 수입화물의 관세부과에 있어서 국정세율(National or General Tariff)보다 낮은 협정세율(Conventional Tariff)의 적용을 받기 위하여 수입자 개인으로서 필요로 하는 것인데, 최근에는 본래의 성질이 변화하여 수입국이 덤핑방지 또는 외환관리를 위해서 필요로 하고 있고, 법규에서 원산지증명서의 제출을 강요하고 있다."
26,"매매의 대상물이 이미 시장에 실존하고 있는 것으로서 선물(Future Goods)과 대비되며, 계약과 동시에 인도되는 화물이다. 환거래의 경우에는 2~3일에 수도(受渡)되는 환을 말한다. Spot이라고도 한다."
27,기탁자(Bailor)로부터 특정의 목적을 위하여 어느 재산의 기탁을 인수한 자를 말한다. 기탁자의 요구가 있으면 언제든지 그 재산을 반환하여야 한다. 운송계약도 기탁(Bailment)의 일종이다.
28,"

전도금
시사경제용어사전

본사와 여러개의 지점을 가진 회사가 지점의 운영을 위해 본사에서 일정한 금액을 미리 보내는 것을 가리켜 전도금이라고 한다. 전도금을 받은 지점은 지출을 한 뒤 회계처리를 위해 그에 관련한 증빙서류를 다시 본점에 보내게 된다. 본사는 증빙을 체크한 뒤 전도금보다 사용금액이 많은 경우 초과분의 전도금을 더 지급하게 된다.

"
29,승낙(Accepatance)이라 함은 피청약자가 청약자의 청약을 수락하여 계약을 성립시키고자 하는 의사표시이다. 청약에 대하여 승낙이 있어야 비로소 하나의 계약이 성립한다. 승낙은 청약의 모든 조건에 대하여 동의를 하는 무조건 승낙만이 승낙이며 조건부승낙은 Counter Offer가 되어 버린다. 청약자와 청약에 대해 피청약자가 승낙을 하게 되면 계약은 성립된다.그런데 청약자와 피청약자는 공간적으로 상당히 떨어져 있는 것이 무역거래에서는 일반적이므로 승낙의 의사표시가 피청약자로부터 발송되어 청약자에게 도착하기까지는 어느 시점에서 계약이 성립하는가라는 문제가 제기된다. 이점에 관해서는 이론적으로 3가지 입법주의가 있다. 발신주의는 피청약자가 승낙의 의사표시를 발송한 때에 계약이 성립한다고 하는 주의이며 도달주의는 피청약자 승낙의 의사표시가 청약자에게 도달한 때에 계약의 성립을 인정하는 주의이다.요지주의라 함은 승낙의 표시가 물리적으로 청약자에게 도달할 뿐만 아니라 현실적으로 청약자가 그 내용을 인지한 때에 계약의 성립을 인정하는 주의이다. 격지자간의 승낙의 효력 발생시기에 대해서는 영미법은 발신주의를 채택하고 있는 반면 유럽에서도 도달주의를 채택하고 있는 국가가 대부분이다. 따라서 이와 같이 승낙의 효력 발생시기가 국가에 따라서 다르므로 이점 주의하여야 할 것이다.
30,"신용장 발행은행이 직접 수익자에게 신용장을 통지하지 않고 수익자 소재지에 있는 환거래은행 또는 자기의 지점을 통하여 통지하는 경우 그 통지를 의뢰 받은 은행을 통지은행이라고 부른다. 신용장의 통지방법은 첫째, 수익자에게 직접 통지하는 방법 둘째, 수익자 소재지에 있는 개설은행의 환거래은행을 통해 통지하는 방법이 있다. 후자의 경우 개설은행의 요청을 받아 신용장을 통지해 주는 은행을 신용장 통지은행이라 한다. 통지은행의 의무에 대해 UCP 400에서 통지하는 신용장의 진위성을 증명키 위해서 상당한 주의를 기울이는 것으로 명시하였으나 1994년 1월 1일부터 UCP 500(신용장 통일규칙 5차개정)에서는 상당한 주의는 물론 만약 통지은행이 통지하지 않기로 결정한 경우 이를 개설은행에 지체없이 통보하여야 하며 통지은행이 진위성을 입증할 수 없는 경우에도 개설은행에 지체없이 확인하여야 하며 동신용장을 수익자에게 통지하기로 결정한 경우 수익자에게 신용장의 외관상의 진위성을 입증할 수 없다는 사실과 함께 통지하여야 한다."
31,"용적단위로서 1입방미터를 말한다. 일부 중량화물을 제외하고, 대부분의 화물을 용적기준으로 운임을 부과 하는데, 이때 사용되는 운임산정단위가 CBM으로서 이를 1용적톤이라 한다. 컨테이너 운송시 통상 LCL 화물인 경우 운임은 ICBM 기준으로 책정하며, FCL 화물은 컨테이너 1개당 운임으로서 TEU(Twenty Equivalent Unit) 또는 FEU(Fifty Equivalent Unit) 단위로 운임을 책정한다."
32,"매매계약이 성립되면 매도인은 즉시 매수인에게 계약의 내용을 기재한 매매계약서(Contract Note : Contract Sheet : Sales(Contract)) 또는 매도계약서(Sales Note : Confirmation of Sale, 주문승낙서라고 함)를 보낸다. 통상 2통을 매수인에게 보내고 이중 1통은 서명을 받아 돌려 받는다. 매매계약서에는 계약번호, 상품명세, 수량, 가격, 보험, 선적, 결제조건 등이 기재된다."
33,"통화를 달리하는 2국간에 현금을 사용하지 않고 은행의 지급지시에 의하여 자금을 이동시키는 방법을 말한다. 은행의 지급지시는 환어음, 송금수표 등의 서류를 사용하는 경우와 전신에 의하여 행하는 경우가 있다."
34,L/I라고 약칭한다. 본선수취증(M/R)의 적요란(Remarks)에 고장문언이 기재된 고장본선수취증(Dirty : Foul M/R)을 그대로 선박회사에 제시하면 선박회사는 고장문언이 기재된 고장선하증권(Dirty : Foul B/L)을 발행한다. 고장선하증권을 은행에 제시하면 은행은 매입을 거절하므로 송하인이 무고장선하증권(Clean B/L)을 발행받기 위하여 선박회사에 대해서 M/R 면에 기재된 고장문언의 삭제에 관하여 그 책임은 송하인이 부담한다는 것을 기술한 서장인 Letter of Indemnity(L/I)를 선사에 제출한다.
35,"해외투자는 일반적으로 금융자산에 대한 투자와 직접투자로 대별할 수 있다. 합작투자는 직접투자의 한 형태로서 현지자본과 공동으로 투자하여 기업을 경영하는 것을 말한다. 차관이나 유가증권의 투자와 같은 금융자산에 대한 투자는 기업경영에 대한 참여없이 단순히 과실수입만을 목적으로 하는 데 비하여 직접투자는 주식을 소유함으로써 경영에 직접 참여하는 것을 말한다. 도입국측에서 보면 전자는 도입자측이 경영권을 보유하는 대신 경영실적이 좋지 않은 때에도 약정된 이자를 지급해야 하는 불리한 점이 있는 반면 후자의 경우는 외국 투자자에게 경영권의 일부를 주는 대신 경영실적에 따라 이익을 배당하므로 손실이 발생했을 때에는 이자를 지급하지 않고 외국투자자로부터 기술 및 시장개척, 경영관리면 등에서 도움을 받을 수 있는 유리한 점이 있다."
36,"A/S는 At Sight의 약자로서 어음이 제시되자마자 이것을 인수하거나 지급하여야 하는 어음을 말한다. 어음의 제시와 동시에 지급요구를 받기 때문에 이 어음은 Sight Bill 또는 Demand Bill이라 부른다. Account Sales(매출계산서), At Sight(일람출금), Alongside(선측)도 A/S, A.S로 약칭한다."
37,"화물의 성질, 형상(形狀), 중량, 가격 등이 이상(異常)하고 특수한 화물로서 당연히 그 적부에도 특수한 조치를 필요로 하는 화물이다. 이에 속하는 화물에는 ① 위험화물(Dangerous Cargo) ② 부식성 화물(Perishable Cargo) ③ 냉장, 냉동화물(Refrigerating or Chilled Cargo) ④ 고가화물(Valuable Cargo) ⑤ 동식물(Live Stook, Plant) ⑥ 중량화물(Heavy Cargo) ⑦ Bulky Cargo 및 장척화물(Lengthy Cargo) 등이 있다."
38,"Bulker라고도 부른다. 포장하지 않은 화물을 그대로 적재할 수 있는 화물전용선을 말한다. 석탄전용선, 광석전용선, 시멘트전용선, 곡물전용선 등이 있다."
39,"선박이나 적하 등을 보험의 목적으로 보험에 가입하는 일, 즉 이에 대하여 보험자와 보험계약을 맺는 것을 말한다. 그 손해를 어느 정도로 전보하는가를 조건짓는 일이 보험자 보전조건이고 부보조건이라고도 한다. 이러한 위험부담의 기능을 담당하는 것을 보험경영이라 한다."
40,계약조건대로 이행하지 않는 것을 말한다. 이러한 경우 계약의 상대방은 손해배상청구권 또는 특정이행명령을 요구하는 권리를 가진다.
41,"의미를 알 수 없는 형식(암호문)으로 정보를 변환하는 것. 암호문의 형태로 정보를 기억 장치에 저장하거나 통신 회선을 통해 전송함으로써 정보를 보호할 수 있다. 암호화는 암호 키(특정의 비트열)를 사용하여 정보를 암호문으로 변환하는 것이고, 복호화는 복호 키를 사용하여 원래의 정보를 복원하는 것을 말한다. 복호 키를 갖고 있는 사람 외에는 올바른 정보로 복원할 수 없으므로, 복호 키가 제3자에게 알려지지 않으면 정보는 보호된다. 암호 체계 또는 방식은 크게 비밀 키 암호 방식과 공개 키 암호 방식으로 분류된다. 비밀 키 암호 방식은 암호화와 복호화에 동일한 키를 사용한다. 통신할 때에는 송신자와 수신자가 사전에 동일한 키를 비밀로 갖고 있을 필요가 있다. 한편, 공개 키 암호 방식은 암호화와 복호화에 서로 다른 키를 사용하는데 암호 키는 공개하고 복호 키는 비밀로 한다. 실제로 이용되고 있는 방식으로는 비밀 키 암호 방식이 많으며, 유명한 것으로는 데이터 암호화 표준(DES)이 있다. 국제 표준화 기구(ISO)에서 DES 등을 표준화하려는 움직임이 있었으나 표준화는 하지 않고 등록만 하는 것으로 변경되었다."
42,신용장 없는 무역결제에 있어서 수출자가 수입자에 대해 허용하는 대금지급의 유예를 말한다. 수입대금의 결제에 대하여 수출자가 수입자에 대해 은행의 신용에 의하지 않고 유산스(Usance)를 직접 부여하여 그 사이 수입자에게 대금지급상의 유예를 부여하는 단기신용을 말한다. 구체적으로는 수출자가 기한부어음(Usance Bill)을 발행하고 수입자가 이것을 인수하는 것이 일반적이다.
43,"Combined Transport라고도 한다. 복합운송이란 두 가지 이상의 상이한 운송수단(선박과 철도, 선박과 비행기)에 의하여 화물이 목적지까지 운반되는 운송형태를 말한다. 복합운송의 “복합”이라는 용어는 multimodal, combined intermodal 등 여러 가지 표현으로 사용하나 유엔무역개발위원회(UNCTAD)가 multimodal로 통합하자고 제안함에 따라 1990년 이후부터 multimodal을 공식용어로 사용하고 있다.복합운송에서는 운송의 출발점과 도착점이 종래의 port to port에서 door-to-door, depot-to-depot로 변경되었으므로 이러한 운송의 목적을 달성하기 위해서는 ① 환적이 불가피하고 ② 단일한 운송주체가 각각 상이한 운송형태로 진행되는 전 구간에 대하여 단일 운송증권(Through B/L)을 발행하게 되며 ③ 환적시의 편의를 위해 화물의 형태가 단위화(unitized cargo)된다는 특징을 가지고 있다."
44,"자기의 운송수단(선박, 항공기 등)을 소유하지 않는 NVOCC(또는 Freight forwarder)가 화주와 선박회사(VOCC)사이에 개재하여 선박회사로부터는 Groupage B/L을 받고 화주에게는 House B/L을 발행한다."
45,"

로로선
무역용어사전

Roll on/Roll off 방식으로 기중기(Crane)를 사용하지 않고 선측과 암벽 사이에 걸쳐놓은 Ramp Way를 통해서 화물을 적재한 트럭이나 트레일러가 그대로 선내에 들어가 양하할 수 있는 구조를 가진 선박을 말한다.
외국어 표기 RO/RO Vessel(영어)

"
46,"무역거래조건의 하나로 계약물품을 매도인의 영업장소, 예컨대 공장이나 창고등에서 매수인이 인수가능한 상태로 둘 때 매도인의 인도의무가 종료되는 것으로 간주하는 조건이다. 별도의 합의가 없는 한 매도인은 매수인이 정한 운송수단에 계약물품을 적재할 책임이나 수출통관 책임이 없다. 따라서 이 조건은 매도인이 최소의무를 부담하는 조건이다."
47,"수하인이 화물을 손쉽게 인수할 수 있도록 포장단위마다 표시하는 것을 말한다. ① 주화인(Main Mark)은 특정한 기호(Symbol)를 표시하고 그 안에 수입자의 상호 등의 약자를 표시하며 ② 부화인 공급자의 약자를 표시하며 ③ 화번(Case Number)은 송장(Invoice), 적하목록(MF, Manifest), 기타 운송서류와 대조하여 식별, 확인하기 위해서 매외장에 표시하는 일련번호이다. ④ 착항표시(Port Mark)는 화물의 오송방지를 위한 필수적인 화인으로써 복수항로의 경우 New York via Seattle 등으로 표시한다. ⑤ 중량표시(Weight Mark)는 운임계산, 통관, 하역작업 등을 용이하게 할 수 있도록 순중량(Net Weight)과 총중량(Gross Weight)을 표시한다. ⑥ 원산지표시(Origin Mark)는 생산국을 외장의 맨아래 표시하며 ⑦ 주의표시(Care Mark Side Caution Mark)는 화물취급상 특히 주의할 점(This side up, Freight, Keep dry)을 통상외장의 측면에 표시하며 ⑧ 기타의 표시로는 수입자의 요청에 따라 주문표시(Order No.), 지시표시(Attention Mark), 물품의 등급(Grade) 또는 품질표시(Quality Mark)가 있다."
48,"자연의 원인으로 발생하는 사고, 즉 홍수, 지진, 폭우 등을 말한다. 천재지변은 자연현상에 의하여 발생한 불가피한 사태로서 채무불이행 또는 불법행위의 면책의 근거가 된다. 불가항력(Force Majeure)은 Act of God보다 넓은 개념으로서 천재지변 외에 전쟁(War) 및 동맹파업(Strike) 등이 포함된다."
49,"수입관리 제도의 하나. 정부가 국제수지의 조절과 국내산업의 보호를 위해 일정 상품에 대하여 미리 그 수입 총량과 각국별 또는 수입 업자별로 할당량을 결정하여, 그 한도 내에서 수입을 승인하는 제도이다. 1931년 프랑스에서 처음 시행되었으며 그 후 유럽 여러 나라에 급속히 파급되었다. 이 제도에는 수입국이 독자적으로 할당내용을 결정하는 자주할당과 수입측·수출측이 서로 협의하여 결정하는 협정할당이 있는데, 수입할당이 상대국의 보복적 할당을 받게 되기 쉬우므로 대체로 협정할당으로 기울어지게 된다. 그러므로 쌍무주의무역이 불가피하다. 자주할당에는 총량할당·비례할당·균등할당이 있는데, 이 중에서 비례할당이 가장 공평한 것으로 인식되고 있다."
50,"

국제수지
농업용어사전: 농촌진흥청

한 나라의 국제 거래로부터 생긴 외국에의 지급(支給)과 외국으로부터의 수입(受入)과의 화폐 계정(貨幣計定)을 일정 기간에 걸쳐서 집계(集計)한 총체. 거래 형태에 따라 경상계정과 자본계정으로 대별(大別)되며, 전자는 다시 무역 수지와 무역외 수지로 나뉨.
외국어 표기 balance of payment(영어), 國際收支(한자), こくさいしゅうし(일본어)

"
51,보험금액은 보험자가 1회의 사고에 대해 손해의 보상책임을 부담하는 금액의 최고한도이다. 화물에 손해가 발생하였는데도 이것을 수선하거나 손질하지 않아 원상이 회복되지 않는 상태로 있었는데 다시 다른 사고에 기인하여 손해를 입었을 경우에는 보험자의 보상책임액은 통산한 보험금액을 한도로 한다. 따라서 동일 보험증권하에서 분손이 발생하고 또한 이것을 수선하지 않고 있는 준에 전손이 발생한 경우에는 피보험자는 전손에 대해서만 보상받는다. 통상의 경우 보험금액은 보험가액과 동일금액이고 이것을 전부보험(Full Insurance)이라고 한다.
52,"적하목록은 선박 또는 항공기에 적재된 화물의 총괄목록이다. 선사, 항공사, 포워더가 작성하여 제출한 B/L일련번호에 의하여 화물관리번호가 B/L한건에 대하여 하나씩 자동으로 부여 되며 화물관리번호는 사람에게 있어서 주민등록번호와도 같은 것으로 세관의 수입화물관리에 있어서 가장 중요한 자료다. 적하목록은 선사, 항공사, 포워더가 작성하며 적하목록을 틀리게 작성한 경우에는 적하목록을 수정하거나 정정할 수 있다. 수출화물적하목록 작성의무자는 Master B/L 일 경우 선사 또는 항공사가 작성하며, House B/L 일 경우 포워더(화물운송 주선업자)가 작성한다. 이때 자체 전산 시스템이 없는 포워더일 경우 입력대행사무소를 이용하여 작성할 수 있다. 수출화물 적하목록은 선사 또는 항공사가 자신이 작성한 Master B/L과 포워더가 작성한 House B/L을 취합하여 출항익일까지 세관에 전자문서로 제출해야 한다."
53,"송금에 의한 거래는 견본거래, 무역외거래, 본지점간 거래에 사용된다. 통상 은행발행송금수표에 의해서 송금하거나 송금수표를 사용하지 않고 수출자가 금액의 지급에 대해서 특정은행에 지시하는 방법도 있다."
54,"Vanning, Loading라고도 부른다. 컨테이너에 화물을 적입하는 것을 말한다. 이에 대하여 컨테이너로부터 화물을 끄집어 내는 것은 Devanning이라고 부른다."
55,"

당좌예금
무역용어사전

무역상사의 본 지점간에 발생하는 외화의 수취·지급에 대해서는 하나하나 허가절차를 취하지 않고 일정한 제한하에 본지점계정의 대차기입에 의하여 상계, 결제될 수 있는 제도를 말한다. Current Account는 당좌예금(Checking Account)이라고도 한다.
외국어 표기 Current Account(영어)

"
56,컨테이너에 의한 복합운송으로 송하인의 작업장이나 창고에서 수하인의 창고까지 복합운송이 일관하여 운송하는 방식을 말한다.
57,"수입통관이란 수입신고수리를 의미하는 것으로 수입신고를 받은 세관장이 신고사항을 확인하여 일정한 요건을 갖추었을 때 신고인에게 수입을 허용하는 것으로 수입승인된 사항을 구체적으로 현품과 대조하여 수입승인사항과 부합된 때 수입을 현실적으로 가능하게 하며 외국물품을 내국물품화하는 효과를 가져온다. 수입신고는 화주, 관세사, 통관법인, 관세사법인의 명의로 한다. 화주라 함은 수입승인서상의 수입자(수입대행의 경우 수입위탁자)를 말하며 화주가 직접신고하는 경우는 관세법 규정에 의한 화주직접신고요령에 따른다. 납세의무자는 수입신고를 한 물품에 대하여 그 물품을 수입한 화주가 된다. 수입신고는 당해 수입물품을 보세구역(또는 타소장치장)에 장치한 후에 가능하다."
