,0
10,"

법정상속인
부동산용어사전

피상속인의 사망에 의하여 결격사유가 없는 한 민법의 규정에 의한 상속순위에 따라 당연히 상속하도록 규정한 자를 말한다. 재산상속의 순위는 피상속인의 직계비속, 피상속인의 직계존속, 피상속인의 형제자매, 피상속인의 8촌 이내의 방계혈족 등과 같이 결정한다. 근거법은 민법이다.
외국어 표기 法定相續人(한자)
관련법령 민법

"
11,"재무회계는 기업의 경영활동을 인식, 기록, 분류, 정리하여 재무제표라는 회계보고서를 기업 외부에 공표할 목적으로 작성하는 외부보고를 위한 회계이다. 즉, 이것은 재무제표 작성 중심의 회계로서 기업의 외부 이해관계자들이 합리적인 의사결정을 할 수 있도록 필요한 회계정보를 제공할 목적으로 행하여지는 회계이다. 따라서 외부 이해관계자들의 의사결정에 필요한 재무제표를 작성하는 것이 재무회계의 기본과제이며, 또한 재무회계에 의하여 작성된 재무제표는 모든 회계의 기본이 된다."
12,"

미수수익
회계·세무 용어사전

기중에 획득된 수익으로서 아직 현금수취 및 기록이 이루어지지 않은 수익을 미수수익이라고 한다. 기말에 이러한 항목은 수정분개를 통하여 차변에 미수수익을 그리고 대변에 수익을 기록함으로서 정확한 기간손익 및 기말재무상태의 측정이 가능하게 된다.

"
13,"

미지급금
회계·세무 용어사전

과거의 계약을 수행한 결과 발생하는 지급의무를 말한다. 상품·제품 이외의 물품이나 용역의 매입·특별부과세, 종업원의 근로소득세·법인세 등의 미지급액, 광고료·판매수수료 등의 미지급액, 그밖에 일반적인 상거래 이외의 거래에서 발생한 일시적 채무로서 외상매입금과는 구분된다.

"
14,"조합, 합명, 합자, 유한회사 등 주식회사 이외의 기업에 자본출자를 한 것을 말한다. 형식적으로 투하자본이 증권화되어 있지 않을 뿐 주식투자와 같다."
15,"거래처 또는 종업원/임원들로부터 일시적으로 받은 신원보증금, 퇴직금 및 매월 지급되는 급료에서 공제된 예수금(원천세/보험료/국민연금 등의 보관액)으로서 부채에 속하는 품목이다. 예수금은 그 내용에 따라 금액이 클 때에는 종업원예수금, 임원예수금, 신원보증예수금,보험료예수금 등으로 세분하여 기입한다."
16,"저당권의 일종으로서 채무자와의 계속적 거래계약 등에 의해 발생하는 불특정 채권을 일정액의 한도에서 담보하는 저당권을 말한다.피담보채권이 소멸하면 저당권도 소멸하는데, 근저당권은 일정한 범위에 속하는 피담보채권을 정해 두면 그 채권이 소멸해도 근저당권에는 영향이 없고, 그 후에 해당 채권이 다시 발생하면 그 채권은 근저당권으로 담보된다."
17,당사자의 일방이 재산을 무상으로 상대방(친족 또는 타인)에게 수여하는 의사를 표시하고 상대방이 이를 승낙하여 성립하는 낙성·무상·편무(諾成·無償·片務)의 계약을 말한다. 또한 타인으로부터 채무의 면제·인수 또는 제3자에 대한 변제를 받은 자는 그 면제·인수 또는 변제로 인한 이익에 해당하는 금액을 증여받은 것으로 간주하며 현저히 저렴한 가액의 대가로 재산을 취득한 경우에도 시가와 대가와의 차액에 상당한 금액을 증여받은 것으로 간주하여 증여세부과대상이 된다.
18,기업이 이익을 발생시켜 회사내에 누적하여 온 이익잉여금의 일부를 기업의 소유주에게 분배하는 것을 말한다. 배당금은 영업활동에서 발생하는 비용과 일맥상통하는 면이 있으나 배당금은 비용이 아니다. 배당금은 보통 현금으로 지급되지만 주식에 의한 경우와 어음에 의한 경우등 여러 가지 형태가 있다.
19,"거래는 거래의 8요소에 의한 계정기입의 법칙에 의해서 각 계정에 기입된다. 그러나 매일 빈번하게 발생하는 거래를 직접 각 계정에 기입하면 오기 또는 누락될 가능성이 있다. 그래서 계정계좌에 기입하기 전에 각 거래마다 어느 계정의 차변에 또는 대변에 얼마만한 금액을 기입할 것인가 하는 것을 결정하여야 한다. 이러한 절차를 분개라 한다.즉, 분개는 구체적인 계정과목과 금액을 정하는 것을 말하며, 거래에 대한 최초의 회계기록이기도 하다. 분개기록의 형식은 차변에 기록할 계정에 대해서는 왼쪽에, 대변에 기록할 계정에 대해서는 오른쪽에 각각 계정과목과 금액을 표시한다. 이 경우의 분개에 있어서도 거래의 이중성의 원칙에 따라 차변금액과 대변금액은 반드시 일치해야 한다."
20,"매출총이익률은 매출로부터 얼마만큼의 이익을 얻느냐를 나타내는 재무비율이다. 이 비율의 분모로는 매출액이 이용되고, 그 분자는 매출총이익이다.
	매출총이익률＝매출총이익/매출액
"
21,"경영수단으로 반복사용되며 구체적인 형태를 갖춘 고정자산으로 유형자산은 기업의 영업목적을 달성하기 위하여 장기간에 걸쳐 계속 사용할 목적으로 보유하고 있는 자산이다.
	유형자산의 종류로는 ① 토지 ② 건물 ③ 기계장치 ④ 구축물 ⑤ 선박 ⑥ 차량운반구 ⑦ 공구와 기구 ⑧ 비품 ⑨ 건설중인 자산 등이 있으며, 위에 속하지 않는 기타의 유형자산은 이를 구분하여 그 자산을 표시하는 과목으로 기재한다.
"
22,타인의 부동산 또는 동산을 월세 등의 조건으로 사용하기 위하여 지급하는 보증금을 말한다.
23,"

단기차입금
회계·세무 용어사전

대차대조표의 작성일(결산일)을 기산일로 하여 변제기한이 1년 이내에 도래하는 차입금을 단기차입금이라고 한다. 일반적으로는 운전자금으로서 많이 이용되고, 재고·구입자금·매출채권의 장기화에 의한 자금·보너스 자금·세자금 등 그 자금의 용도는 여러 부문에 걸쳐 있다.
외국어 표기 短期借入金(한자)

"
24,"제조업을 영위하는 사업자가 부가가치세를 면제받아 공급받은 농산물·수산물·축산물·임산물을 원재료로 제조·가공한 물품을 판매하는 경우에는 그 면제되는 물품의 가액에 업종별·종류별로 재무부령이 정하는 일정률을 곱해서 계산한 금액을 매입세액으로서 공제할 수 있는데, 이러한 제도를 의제매입세액공제라 한다(부가세시행령 제62조 1항).
	의제매입세액공제 규정을 적용받으려면 국세청이 정하는 바에 의해 면세로 공급받은 물품의 명세서를 예정·확정신고서와 함께 소관 세무서장에게 제출해야 한다(동법 제2항).
"
25,"

법정상속인
부동산용어사전

피상속인의 사망에 의하여 결격사유가 없는 한 민법의 규정에 의한 상속순위에 따라 당연히 상속하도록 규정한 자를 말한다. 재산상속의 순위는 피상속인의 직계비속, 피상속인의 직계존속, 피상속인의 형제자매, 피상속인의 8촌 이내의 방계혈족 등과 같이 결정한다. 근거법은 민법이다.
외국어 표기 法定相續人(한자)
관련법령 민법

"
26,"재무회계는 기업의 경영활동을 인식, 기록, 분류, 정리하여 재무제표라는 회계보고서를 기업 외부에 공표할 목적으로 작성하는 외부보고를 위한 회계이다. 즉, 이것은 재무제표 작성 중심의 회계로서 기업의 외부 이해관계자들이 합리적인 의사결정을 할 수 있도록 필요한 회계정보를 제공할 목적으로 행하여지는 회계이다. 따라서 외부 이해관계자들의 의사결정에 필요한 재무제표를 작성하는 것이 재무회계의 기본과제이며, 또한 재무회계에 의하여 작성된 재무제표는 모든 회계의 기본이 된다."
27,"

미수수익
회계·세무 용어사전

기중에 획득된 수익으로서 아직 현금수취 및 기록이 이루어지지 않은 수익을 미수수익이라고 한다. 기말에 이러한 항목은 수정분개를 통하여 차변에 미수수익을 그리고 대변에 수익을 기록함으로서 정확한 기간손익 및 기말재무상태의 측정이 가능하게 된다.

"
28,"

미지급금
회계·세무 용어사전

과거의 계약을 수행한 결과 발생하는 지급의무를 말한다. 상품·제품 이외의 물품이나 용역의 매입·특별부과세, 종업원의 근로소득세·법인세 등의 미지급액, 광고료·판매수수료 등의 미지급액, 그밖에 일반적인 상거래 이외의 거래에서 발생한 일시적 채무로서 외상매입금과는 구분된다.

"
29,"조합, 합명, 합자, 유한회사 등 주식회사 이외의 기업에 자본출자를 한 것을 말한다. 형식적으로 투하자본이 증권화되어 있지 않을 뿐 주식투자와 같다."
30,"비품은 내용연수가 1년 이상으로 그 금액이 상당액 이상인 책상, 의자 등 고정시켜 사용하는 물품으로서 유형자산의 하나이며 이를 취득했을 때는 비품계정 차변에 기입한다."
31,"

매출액
NEW 경제용어사전

기업의 주요 영업활동 또는 경상적 활동으로부터 얻는 수익으로서 상품 등의 판매 또는 용역의 제공으로 실현된 금액을 말한다. 주요 영업활동이 아닌 것으로부터 얻는 수익은 영업외수익으로 비경상적 활동으로부터 얻은 수익은 특별이익으로 계상되며, 손익계산서상의 매출액은 총매출액에서 매출에누리와 매출환입을 차감한 순매출액을 표시한다.
외국어 표기 賣出額(한자), sales account(영어)

"
32,"판매된 상품의 생산원가 혹은 구입원가를 말한다. ‘기초재고액＋당기순매입액－기말재고액＝매출원가’로 계산되어진다. 당기순매입액이란 총매입액에서 매입환출 및 에누리를 차감하여 구하며, 총매입액에는 매입 운임을 포함시켜야 한다.우리 나라 기업회계기준에서는 매입 할인은 매입의 차감계정으로 보지 아니하고 영업외수익으로 처리하도록 규정하고 있다. 제조기업의 경우 순매입액 대신 당기제품제조원가로 하여 계산하면 된다."
33,"계정의 왼쪽을 차변, 오른쪽을 대변이라 한다. 이 용어는 회계가 발달한 당초에 있어서, 기업이 타인과의 사이에 대차관계가 생기면 이들 채권·채무를 기장하기 위하여 상대방의 인명을 과목으로 한 계정에 이 두 용어를 사용한데서 유래한다.
	오늘날 이 차변·대변이라는 용어는 당초에 지녔던 고유의 의미를 상실하고, 다만 왼쪽과 오른쪽을 가리키는 단순한 계정의 부호로써 사용하게 되었다.
"
34,"가압류는 금전채권 또는 금전으로 환가할 수 있는 청구권에 대해 동산 또는 부동산에 대한 강제집행을 보전하기 위해 이를 임시로 압류·확보하는 보존처분이다. 또 가처분은 금전채권 이외의 채권에 대해 집행을 보전하기 위해, 또는 다투는 중에 있는 권리관계에 대해 임시의 지위를 정하기 위해 하는 재판상의 집행보존처분을 말한다. 국세징수법상의 체납처분은 재판상의 가압류나 가처분으로 인해 체납처분의 집행에 영향을 받지 않는다."
35,"기말에 순손익을 산출하기 위하여 수익·비용에 속하는 계정을 집합시킨 것을 손익계정 또는 집합손익계정이라 한다. 즉, 수익에 속하는 계정의 잔액을 당해계정의 차변에 기입하여 마감함과 동시에 손익계정의 대변에 대체하고, 비용에 속하는 계정의 잔액을 당해계정의 대변에 기입하여 마감함과 동시에 손익계정의 차변에 대체한다."
36,"
	이것은 회사가 보유하고 있는 자사회사의 주식을 처분하여 얻는 이익이다. 상법에서는 다음의 방법에 따라 자기의 명의와 계산으로 자기의 주식을 취득할 수 있도록 규정해놓고 있다.
	
	즉 ① 거래소에서 시세(時勢)가 있는 주식의 경우에는 거래소에서 취득하는 방법, ② 상법 제345조 제1항의 주식의 상환에 관한 종류주식의 경우 외에 각 주주가 가진 주식 수에 따라 균등한 조건으로 취득하는 것으로서 대통령령으로 정하는 방법이다.
"
37,"이익잉여금은 기업의 경상적인 영업활동, 고정자산의 처분, 그 밖의 자산의 처분 및 기타 임시적인 손익거래에서 생긴 결과로서 주주에게 배당금으로 지급하거나 자본으로 대체되지 않고 남아있는 부분을 말한다. 이익잉여금은 다음과 같이 분류할 수 있다.
	① 이익준비금
	② 상법 이외의 법령에 의하여 적립되는 기타 법정적립금
	③ 사업확장적립금, 감채적립금, 배당평균적립금, 결손보존적립금 등 회사의 정관의 규정이나 주주총회의 결의에 의하여 적립되는 임의적립금
	④ 차기이월이익잉여금 또는 차기이월결손금
"
38,"

자기자본수익률
회계·세무 용어사전

이 비율은 자기자본에 귀속할 당기순이익의 자기자본에 대한 비율로 자기자본이익률이라고도 한다.
			자기자본수익률＝당기순이익/(전·당기말 자기자본÷2)×100
			이 비율은 주주·투자가·경영자 등으로서는 몇 %의 이익배당이 될 수 있는가를 검토하는 데 이용되고, 기업에서는 처분가능한 이익과 자기자본과의 관계를 검토하는 데 이용한다.
		
외국어 표기 自己資本收益率(한자)

"
39,"일반적으로 원가회계란 회계의 한 분야로서 제품의 원가를 계산하는 기술이며, 원가계산을 재무회계에 결부시킨 것으로 원가의 개념, 원가계산, 원가보고서의 작성 등 원가계산에 필요한 초급적 내용을 다루며, 재무회계 범위내의 제품원가계산이 중심이 되고 있다. 나아가 원가의 관리적 이용도 다루고 수학적, 계량적 기법을 이용한 원가배분, 원가추정의 문제도 다룬다."
40,"

이동 평균법
컴퓨터인터넷IT용어대사전

시계열을 몇 항씩 취하여 그것의 평균값을 구하고 이것을 연결해서 추세선을 작성하는 방법. 이동 평균법 중에서 가장 간단한 것은 절반 평균법으로 이것은 시계열의 각 항을 이등분하여 양쪽에 속하는 각 항을 각각 평균하여 그 평균값을 연결하는 방법이다. 이것은 이해하기 쉽고 계산이 편리하지만, 변동이 불규칙한 경우에는 사용할 수가 없다.
외국어 표기 moving average method(영어)

"
41,사채를 액면가 이하로 발행할 경우 이를 사채의 할인발행이라 하는데 이 때 액면가와 발행가와의 차이를 사채할인발행차금이라 한다. 사채할인발행차금은 사채만료기일이내에 상각하여야 한다. 사채할인발행차금은 사채의 차감적 평가계정의 성질을 갖는다. 사채할인발행차금은 상환할 때까지 정액법과 유효이자율법 두 가지 방법을 이용하여 상각한다.
42,"재고자산의 실지 재고량이 장부상의 재고량보다 작은 경우의 차액을 재고자산 감모손실이라 한다. 기업회계기준에서는 재고자산 평가손실은 원가성 유무에 관계없이 영업외 비용으로 처리하는 반면, 재고자산 감모손실은 원가성이 있는 경우에는 매출원가로, 원가성이 없는 경우에는 영업외 비용으로 처리하도록 규정하고 있다. 또한, 원가성이 없는 재고자산 감모손실은 재고자산 평가손실의 과목으로 통합표시 하도록 규정하고 있다."
43,"

단기대여금
회계·세무 용어사전

대여금 가운데 결산일로부터 기산하여 1년 이내에 입금의 기한이 도래하는 것을 단기대여금이라고 한다.단기로 되는가 장기로 되는가는 계약기간의 장단에 의하지 않고, 입금기한에 의하여 정한다.

"
44,"

대여금
(주)조세통람

금전을 대여한 경우에 회계처리하는 계정이다. 대여금은 대여기간에 따라 장기대여금과 단기대여금으로 구분된다. 장기대여금(長期貸與金)은 보고기간종료일로부터 1년 이후에 회수되는 것으로 비유동자산 중 투자자산의 과목으로 표시하며, 단기대여금(短期貸與金)은 유동자산의 과목으로 표시한다.
외국어 표기 loan(영어), 貸與金(한자)

"
45,"‘일반적으로 인정된 회계원칙(Generally Accepted Accounting Principles)’. 회계규정 자체, 구체적인 회계 실무 지침, 또는 실무로부터 발전되어 광범위하게 인정되는 회계기준을 의미한다.원래 회계실무에서 관습적으로 발달한 회계관습으로부터 생성된 것으로 오늘날에는 회계실무로부터 회계관습을 일반화하는 방법인 귀납적 회계기준과 회계목적으로부터 규범적이고 논리정연한 회계기준을 유도하는 연역적 회계기준을 적절히 조화시켜 GAAP을 정립하게 된다. 우리나라의 경우에는 기업회계기준이 이에 해당된다."
46,종합소득이란 당해 연도에 발생하는 이자소득·배당소득(의제배당소득을 포함한다)·부동산소득·사업소득·근로소득 기타 소득을 합산한 것을 말한다(소득§4).
47,"

감가상각누계액
회계·세무 용어사전

유형자산의 감가상각 기록을 간접법으로 처리시 감가상각누계액 계정의 대변에 기입하여 당해 유형자산의 원가에서 차감함으로써 그 현재가액을 파악하는 계정을 말한다. 감가상각충당금이라고도 한다.

"
48,공시송달은 서류를 공고한 날로부터 2주가 경과하면 당사자에게 송달된 것으로 간주한다. 이를 공시송달의 효력이라 한다.
49,"

계정과목
회계·세무 용어사전

부기상의 계산단위인 각 계정에 붙인 명칭을 말하는 것으로 계정과목의 다소는 부기적 기록의 상세한 정도를 정한다.

"
50,"모집설립이 발기설립과 다른 점은 발기인의 주식인수 이외에 주식모집을 금융기관에 의뢰하여 주식청약을 받게 된다. 또한 회사 설립이후 자본금을 증자하는 경우에도 주식청약을 받고 주식청약증거금을 받게 된다. 응모주식이 공모예정주식보다 많을 때는 이를 할당하여 배정하게 되며 주식을 인수하게 한다. 이 때 배정된 금액을 초과하는 청약증거금을 반환하게 된다. 주식인수자는 납입가액을 납입해야 한다. 이 때 주식 청약증거금은 후일 발행주식의 납입에 충당하게 된다.이때 청약기일이 경과된 신주청약증거금 중 신주납입증거금으로 충당될 금액은 자본금 다음에 그 내용을 나타내는 과목으로 표시하고 만약 소정기간내에 납입하지 않을 때에는 청약증거금을 반환하거나 몰수하게 된다. 이때 반환해야 될 주식청약증거금은 유동부채이며, 몰수증거금은 자본잉여금의 일종이 된다."
51,"

비용
회계·세무 용어사전

비용이란 일정기간에 소비된 자산의 가치액을 말하며, 이에는 수익획득을 위해 소비된 자산의 가치희생 부분을 말하는 경우와, 수익획득과 상관없는 자산의 가치소비액, 즉 손실을 포함하는 경우가 있다.
			기업회계기준상 비용은 발생주의 원칙에 의해 인식되며 매출원가와 관리비의 영업비용, 지급이자, 유가증권처분손실 등의 영업외비용으로 구분된다.
		
외국어 표기 費用(한자)

"
52,대손충당금의 잔액이 있는 경우 새로이 설정되는 대손충당금이 대손충당금 잔액보다 적을 경우 차액을 대손충당금환입으로 하여 당기의 수익으로 계상한다.
53,"차량운반구란 육상 운송에 사용되는 자동차, 오토바이, 자전거 등으로 이를 취득했을 때에는 구입대금과 제부대비용을 차량운반구계정 차변에 기입한다."
54,"정률법과 유사하기는 하지만, 정률법이 상각비의 체감이 급격하기 때문에 체감의 속도를 보다 완화하기 위한 대용법이라고 할 수 있다. 이의 계산방법은 취득원가의 잔존가치를 차감한 금액에 상각률을 곱하여 감가상각비를 계산한다. 그러나 연도별 상각률은 내용연수의 합계를 분모로 하고 잔존내용연수에 1을 가산하여 분자로 하여 결정하는 것으로서 구한다."
55,"

공급가액
회계·세무 용어사전

일반과세자에게 적용되는 것으로서 부가가치세가 포함되지 않은 물품가격을 말하며 기업의 순수한 매출액과 같은 의미를 지니고 있다.공급가액은 제조업자의 경우 판매가격에 부가가치세를 제외한 가격이 되므로 물품대·특별소비세 또는 주세를 합친 가액이 되며 도매업자의 경우에는 물품대·특별소비세 또는 주세 그리고 방위세까지 합친 가액이 되는 것이다.
외국어 표기 供給價額(한자)

"
56,차입금과 사채에 대한 이자지급 및 받을어음을 은행 등에 할인하는 경우의 할인료를 처리하는 계정이다. 할인료는 할인일로부터 어음만기일까지의 일수에 따라 계산하는 이자에 해당한다. 따라서 이 양자를 같은 계정에서 처리한다.
57,"

복리후생비
회계·세무 용어사전

노동능률의 유지, 향상을 위하여 종업원에게 지급되는 복리후생적 비용을 말한다. 따라서 복리후생비는 종업원의 근무, 위생, 보건, 위안 등에 소요되는 기업부담의 비용에서부터 작업능률향상을 위하여 간접적으로 부담하는 각종후생시설의 경비 등도 이에 포함된다.
외국어 표기 other employee benefits(영어)

"
58,"

선하증권
경제학사전

선박회사가 탁송하물에 대하여 발행하는 화물대표증권이다. 선박회사와 하주(荷主)간의 운송조건을 결정한 운송계약서로서 운송하물의 수취증 역할을 하며 하환(荷換)어음의 부속서류 중에서 가장 중요한 것이다. 보통 한 화물의 운송에 있어 2, 3통을 발행하여 지정된 양륙항(揚陸港)에서 그 중 한 통과의 인환(引換)으로 화물의 인도를 청구할 수 있다.
외국어 표기 船荷證券(한자), bill of lading(영어)

"
59,"선급비용은 이미 비용으로서 지출이 완료되었지만 당기의 비용으로 인정할 수 없어서 차기로 이월시켜야 할 비용을 말하는 것이다. 즉 당기에 경비로서 지급되었으나 차기에 속할 비용의 선급이며, 아울러 차기에 이르러서는 경상적 영업비용으로 바뀌게 되는 것이다.
	선급비용에 속하는 것으로는 선급보험료(미경과보험료), 선급지대·집세, 선급이자·선급할인료 등이 있다.
"
60,"반제품이란 제품이 여러 공정을 거쳐 완성되는 경우, 하나의 공정이 끝나서 다음 공정에 인도될 완성품 또는 부분품으로서 완전한 제품이 된 것은 아니지만 가공이 일단 완료됨으로써 저장가능하거나 판매가능한 상태에 있는 부품을 말한다. 이것은 전공정의 제조작업을 끝마친 최종생산품인 제품과 구별되고, 판매하거나 별도로 저장할 수 없는 재공품(在工品)과도 구별된다."
61,"재무회계라고도 부르는 것으로 부기원리(분개, 원장, 시산표, 결산), 회계장부, 계정과목별 회계처리, 재무제표의 작성 등을 다룬다. 회계학의 입문적 과목으로 회계학의 기초적 개념과 이론이 함께 설명된다."
62,"현금의 수입은 있었으나 처리할 계정이 미확인이거나, 계정은 알 수 있으나 금액이 미확정일 경우에, 이것이 확정될 때까지 일시적으로 수입을 처리하는 가계정이다. 그러므로 과목 또는 금액이 확정되면 적당한 과목으로 대체해야 한다.
	가수금은 가불금과 같이 손익을 은폐하는 데 악용하기 쉬우므로 일시적으로 사용했다가도 결산시에는 그 내용을 명시하는 계정으로 대체해야 한다.
"
63,"소득금액계산상 원천이 다른 소득이 둘 이상 생겨서 그 발생원천별로 구분하여 계산할 필요가 있을 경우, 익금 또는 손금의 소속이 불분명한 것을 결정의 방법에 따라 배부하는 계산을 안분계산이라고 한다. 주로 조세의 감면상 감면소득과 비감면소득이 있을 경우에 발생하게 된다."
64,"

유동자산
NEW 경제용어사전

1년 이내에 현금으로 바꿀 수 있는 자산으로서 당좌자산과 재고자산으로 분류된다. 당좌자산은 현금 및 현금등가물, 단기금융상품, 유가증권, 매출채권, 단기대여금, 미수금, 미수수익, 선급금, 선급비용, 기타의 당좌자산이며, 재고자산은 상품, 제품, 반제품, 재공품, 원재료, 저장품, 기타의 재고자산이 이에 해당된다.
외국어 표기 流動資産(한자), liquid assets(영어)

"
65,"국세와 지방세 등의 조세와 공공적 지급비용인 공과금을 처리하는 계정이다. 그러나 조세라도 당기손익을 근거로 납부하는 법인세비용 등은 별도 구분해서 표시한다. 유형자산의 취득원가를 구성하는 등록세, 취득세 또는 제조원가에 포함하는 특별소비세, 관세 등은 제외된다. 따라서 기별로 납부하는 재산세, 사업소세, 매입세액불공제 부가가치세 등이 이에 해당한다.한편 공과금이란 동업조합, 협회 등의 각종 회비 부담금으로서 상공회의소 회비, 대한적십자회비, 각종벌금, 과료, 과태료 등의 과징금이 이에 포함된다."
66,"어떤 한 단위의 화폐단위가 시간적 요인에 따라 다른 가치를 가지게 되는 것을 화폐의 시간적 가치라고 하며, 이러한 화폐의 시간적 가치는 고정부채, 할부매매, 사채, 영업권, 감가상각방법, 유효이자율, 기업가치평가 및 의사결정 등에 매우 유용하게 활용이 된다."
67,"

유보이익
회계·세무 용어사전

최근에 와서는 이익잉여금을 칭하는 용어로서 기업의 경상적인 영업활동, 고정자산의 처분, 그 밖의 자산의 처분 및 기타 임시적인 손익거래에서 생긴 결과로서 주주에게 배당금으로 지급하거나 자본으로 대체되지 않고 남아있는 부분을 말한다.
외국어 표기 retained earning(영어)

"
68,"사채의 장부가액에 유효이자율을 곱하여 매기의 수입이자를 계산하는 방법이다. 매기의 장부가액이 증가하므로 이에 유효이자율을 곱하면 수입이자도 매기 증가한다. 장부가액에 사채할인액을 매기 가산하면 사채할인액 자체는 감소하지만 장부가액은 증가하게 된다. 이 방법에 의할 경우에는 투자자산에 대한 이익율은 일정률이 되는데, 이는 수입이자의 증가에 따라 투자자산도 증가하기 때문이다. 이때의 일정률은 유효이자율이 되며 일반적으로 1년만기의 정기예금이자율이 된다."
69,"

현금과부족
매일경제

현금이 장부잔액보다 남거나 부족할 때 이 계정으로 처리하였다가 그원인이 회계상에서는 해당 계정에 대체하고 결산때까지 그 원인이 판명되지 않은 것은 잡손실 또는 잡이익 계정으로 처리한다. 또한 결산 때 현금이 부족하거나 남는것을 발견하면 직접 잡손실 또는잡이익 계정으로 처리한다.

"
70,기말에 화폐성 외화자산과 부채를 적절한 환율로 평가하였을 때의 원화금액과 장부상에 기입되어 있는 원화금액과의 사이에 발생하는 차액을 말한다. 이의 처리는 손익계산서상 영업외수익 또는 비용으로 인식한다. 그러나 급격한 환율변동으로 장기화폐성외화자산 및 장기화폐성외화부채에 대하여 발생하는 환산손익은 환율조정 차 또는 대계정으로 하여 이연처리하고 일정기간내에 상각 또는 환입해야 한다.
