,0
10,"










알코올 등급

                                        1.5단계

                                






"
11,"










알코올 등급

                                        2단계

                                






"
12,샌드위치는 그 안에 무엇을 넣느냐에 따라 맛도 모양도 참 다양하지요. 섬유소가 풍부한 달콤한 으깬 고구마에 우유와 함께 햄과 옥수수콘을 넣어 즐겨 보세요. 간단하면서도 영양이 풍부하여 한 끼 식사로도 충분하답니다.
13,소갈비와 달리 경제적이어서 부담 없는 돼지갈비! 돼지갈비를 맛나게 요리하는 양념 비법을 한번 알아봅니다.
14,"피부를 촉촉하게 만들면서 얼굴을 아름답게 만들어 준다.
	건조한 피부에 좋다.
"
15,캠핑장에서 요리하면 좋은 캠핑 비어치킨요리법 입니다.
16,"재료닭육수 1.8L, 중국간장 160ml(1¾C), 진간장 120ml, 청주 80ml(5⅓T), 식용유 15ml(1T), 설탕 150g, 다진 생강 3g방법① 식용유를 두른 중식 팬에 생강을 넣고 살짝 볶아준다.② 나머지 재료를 넣고 끓인 후 용기에 담아 보관한다.③ 조리 시에는 물전분을 넣어 농도를 맞춘다."
17,"아바이순대는 주로 돼지의 대창 속에 익힌 찹쌀밥, 선지, 여러 가지 부재료 등의 소를 넣고 쪄낸 것이다. 아버지의 함경도 사투리인 '아바이'가 의미하는 대로 크고 푸짐하여 주식 대용이 가능하며 다른 지방의 찹쌀밥을 넣지 않은 작은창자를 이용한 순대와는 색다른 특징이 있다."
18,"잔 속에 동경의 섬 하와이의 경치를 재현하와이의 푸른 바다를 이미지한 것일까. 블루 큐라소로 안정된 푸른 색을 연출한 매우 깔끔한 남국풍 칵테일이다.남국풍 칵테일이 붐을 이루었던 80년대 전반, 지금처럼 해외여행이 성행하지 않고 하와이가 모든 사람의 목표였던 무렵. 동경하는 낙원의 이름으로 외우기 쉽다는 점으로, 일본과 하와이 현지에서 매우 친숙해진 칵테일이다.미국에서 시작된 남국풍 칵테일은 그 때까지 존속했던 칵테일의 벽을 깨고, 사용하는 술, 잔, 만드는 방법, 장식까지 모두 만드는 사람에게 맡긴다는 자유로운 발상에서 탄생했다.지금까지의 칵테일에서는 사용하지 않았던 코코넛 밀크나 대형 글래스, 대형 빨대, 잘게 부순 얼음이나 꽃 등을 사용하게 되었고, 이 칵테일도 거기에서 발상되었다.제조방법재료화이트 럼 | 30ml블루 큐라소 | 15ml파인애플 주스 | 30ml레몬 주스 | 15ml1. 화이트 럼, 블루 큐라소, 파인애플 주스, 레몬 주스를 셰이커에 넣고 흔든다.2. 잘게 부순 얼음을 채운 대형 글래스에 따르고, 과일이나 꽃을 장식하고 2개의 빨대를 꽂는다."
19,"










알코올 등급

                                        2단계

                                






"
20,"오렌지 비터스를 사용하기도 하는데, 세계적으로는 사용하지 않는 경우가 많다. 레몬 필이나 올리브로 장식(때로는 레몬 필을 짜 넣고, 올리브로 장식한다)하기도 한다.드라이 베르무트 대신에 일본주를 사용하면 사케티니라는 칵테일이 된다.사케티니(Saketini)드라이진 3/4일본주 1/4저어서 칵테일 잔에 따르고, 기호에 맞게 올리브로 장식한다.제조방법재료드라이진 | 3/4드라이 베르무트 | 1/4저어서 칵테일 잔에 따르고, 레몬 필을 짜 넣는다. 기호에 맞게 올리브로 장식한다."
21,"건강을 중시하는 중국인의 식문화에 맞도록 대추와 은행, 밤을 넣었습니다. 또, 돼지고기 보다 소고기를 선호하는 점을 고려하여 소갈비를 이용하였습니다."
22,"투명한 액체에 비추이는 술집의 조명등은 마치 뉴욕의 야경과 같다.현재의 뉴욕주 맨해튼은 과거 원주민이 소유지역인데, 매매계약에 반대하던 그들의 추장이 술에 취해서 토지매매계약을 해버렸기 때문에 「맨해튼(술주정뱅이라는 의미)」라는 이름이 붙었다고 한다.그런 재미있는 이름이 붙은 이 칵테일은 마테니와 함께 칵테일의 왕자로, 파티나 연회에서는 빼 놓을 수 없는 칵테일이다. 레스토랑에서는 베르무트를 조금 더 넣어서 달게 만든 아페리티프로서도 인기가 있다. 본 고장인 미국에서는 온 더 록 스타일로 마시기도 한다.아메리칸 타입의 칵테일이기 때문에 아메리칸 위스키로 만드는 것이 바람직하며, 베이스로는 라이 위스키가 적당하다. 구하기 어려운 경우에는 같은 종류인 카나디안 위스키나 미국산 버본 위스키로 대용한다.제조방법재료라이 위스키 | 2/3스위트 베르무트 | 1/3앙고스투라 비터 | 1dash마라스키노 체리 | 1개1. 위스키와 스위트 베르무트, 앙고스투라 비터를 혼합 글래스에 넣어서 젓는다.2. 칵테일 잔에 부어서 마라스키노 체리로 장식한다.※ 독하게 만들고 싶은 때는 알코올성분을 높이기 위해서 베르무트를 적게 넣는다. 더욱 독하게 하려면 드라이 베르무트를 사용한다.※ 아메리칸 위스키 대신에 스카치 위스키로 만들면 「로브 로이 칵테일」이 된다."
23,"Margarita는 창작자의 연인 이름이라고 한다.1949년, 미국의 내셔널 칵테일 콘테스트의 입선작. 작자는 쟝 듀레서. 처음에는 테킬라 45ml, 라임 주스 30ml, 레몬 주스 30ml, 화이트 큐라소 7ml를 바 블렌더로 혼합하고, 소금으로 스노 스타일로 만든 샴페인 잔에 따르는, 상당히 신맛이 강한 칵테일이었다.코앙뜨로우를 블루 큐라소로 바꾼 블루 마르가리타(Blue Margarita)도 유명하다.제조방법재료테킬라 | 2/4코앙뜨로우 | 1/4라임 주스 | 1/4흔든 후, 소금으로 스노 스타일로 만든 칵테일 잔에 따른다."
24,"두텁떡은 거피팥을 쪄서 간장과 꿀을 넣고 볶아 만든 거피팥고물을 뿌린 다음 찹쌀가루를 한 수저씩 놓고 소를 넣은 후 그 위에 다시 찹쌀가루를 넣고 팥고물을 얹어 찐 떡이다. 시루에 안칠 때 떡의 모양을 작은 보시기 크기로 하나씩 떠 낼 수 있게 소복하게 안치므로 봉우리떡이라고도 하며, 소를 넣고 뚜껑을 덮어 안쳐 그 모양이 그릇 중의 합과 같다는 뜻으로 합병, 편편히 썰어 먹는 떡이 아니라 도독하게 하나씩 먹는 떡이라는 뜻으로, 두터울 후(厚)자가 붙은 후병(厚餠)으로도 불리었음을 <규합총서>, <시의전서>, <간편조선요리제법>, <이조궁중음식연회고> 등의 고조리서를 통해서 알 수 있다. 왕의 탄신일에 빠짐없이 올랐던 떡 중에서 가장 귀한 궁중의 떡으로 거피팥고물에 간장과 꿀을 넣고 볶아 만들기 때문에 맛과 향이 좋고, 만드는 수고와 정성을 들여야 하는 만큼 맛도 훌륭하다."
25,"구기자차(枸杞子茶)는 구기자에 물을 붓고 은근히 달여 그대로 물만 마시거나 기호에 따라 꿀이나 설탕을 타서 마시는 음료로 콩팥[신(腎)]을 자양하고 폐(肺)를 촉촉하게 하며 간(肝)을 보하며, 눈을 밝게 하는 효능이 있다고 한다."
26,"데친 곤드레나물을 썰어서 들기름, 소금으로 양념하고, 불린 쌀로 밥을 하다가 뜸들기 직전에 곤드레나물을 얹어 뜸을 들인 것이다. 곤드레나물을 양념해 솥 밑에 깔고 밥을 짓기도 하는데, 밥의 색깔이 푸르스름해지며 곤드레나물밥이라고도 한다."
27,"


 


이미지 크게보기





"
28,"제주도 토속음식, 갈치국 입니다."
29,"입 안 가득 달콤한 유혹, 간편한 영양간식 고구마 샐러드를 즐겨 보세요."
30,"오늘 밤은 어깨에 힘을 주고, 성인 카페오레를 마신다칼루아 커피 리큐어는 젊은 사람들에게 인기있는 술이다. 이렇게 상품명인 칼루아를 사용한 칵테일은 다른 커피 리큐어로 대용할 수 없다는 점이 불편하다.그러나 젊은 사람, 특히 젊은 여성들의 지지는 수그러들지 않는다. 그녀들이 좋아하는 밀크 커피에 약간 술을 탄 것이 힛트의 원인인 것 같다.이 칵테일을 전후해서 카보이라는 위스키 밀크가 유행했다.밀크가 들은 칵테일로서 유명한 에그 노그도 인기가 있다. 추운 밤에는 밀크를 데워서 만든 핫 칼루아 밀크를 권한다.제조방법재료칼루아 | 30~45ml우유 | 잔량부분1. 텀블러에 칼루아를 넣는다.2. 얼음을 넣고 우유로 채운다."
31,"커피 애호가도 수긍하는 완벽한 커피 맛의 칵테일알코올 도수는 높지만, 좋은 커피향과 풍미로 인기있는 칵테일이다. 유사한 명칭의 러시안 칵테일이 있는데, 전후의 제1차 칵테일 붐에는 초콜렛 풍미의 러시안 칵테일이, 그 후 제2차 칵테일 붐에는 블랙 러시안이 시대의 흐름과 유행의 물결을 타고 등장했다.커피 리큐어에는 구애받지 않지만, 리큐어에 따라서 미묘하게 맛이 변화하므로, 맛의 차이와 기호를 알아두는 것이 좋다.구하기 쉬운 모카 리큐어는 보드카의 풍미가 거의 남지 않고, 커피의 모카 풍미만으로 완성된다. 커피 리큐어도 자기 기호에 맞게 선택할 수 있는 시대이다.제조방법재료보드카 | 40ml커피 리큐어 | 20ml1. 올드 패션 글래스에 보드카와 커피 리큐어를 넣는다.2. 얼음을 넣고 가볍게 젓는다."
32,"옛스러움이 풍기는 스코트랜드의 맛러스티 네일은 직역하면 “녹슨 못”라는 의미이지만, 한편으로는 옛스러운 음료라는 속어가 있다. 그러나 칵테일로서의 역사는 짧으며, 베트남 전쟁 때 전세계에 급속히 유행된, 비교적 새로운 음료라고 할 수 있다.재료를 간단히 위스키라고 적고 있는 책도 있지만, 또 하나의 재료인 드란부이가 스카치 위스키를 베이스로 한 허니 리큐어이기 때문에, 혼합하는 경우에는 스카치 위스키로 하는 것이 좋다.실제, IBA(국제바텐더협회)의 칵테일 서적에는 “스카치 위스키 사용”이라고 명기되어 있다.40도 이상의 술이 사용되기 때문에, 달콤하다고 해서 방심하고 과음하면 금방 취하므로 주의하기 바란다.제조방법재료스카치 위스키 | 30ml드란부이 | 30ml1. 스카치 위스키와 드란부이를 올드 패션 글래스에 붓는다.2. 얼음을 넣어서 온 더 록 스타일로 한 후, 가볍게 젓는다.※ 기호에 따라 레몬 껍질을 짜 넣어도 좋다."
33,맛있게 매운 꽈리고추를 이용하여 입맛 도는 든든한 밑반찬을 만들어 봅시다.
34,"


 


이미지 크게보기





"
35,건운비위(健運脾胃)로 비(脾)과 위를 튼튼하게 하며 습을 없애주고 설사를 멈추게 해주어 비만에 좋은 약선이다.
36,시판 마요네즈와 달리 느끼하지 않고 깔끔한 맛이 좋아요.
37,칼칼한 육개장 국물에 시원한 파가 송송... 우리가족 4계절 영양식 육개장으로 입맛을 돋우어 보세요.
38,"토란에 들깨와 쌀 간 것을 넣고 끓인 탕이다.방법 1 : 쇠고기를 푹 삶아 육수를 내고 고기는 찢어 양념한 다음 들깨와 쌀에 육수를 붓고 곱게 갈아 체에 걸러낸 국물에 데친 토란과 양념한 쇠고기를 넣고 끓여 소금으로 간을 한다(전북).방법 2 : 삶은 토란을 물에 넣고 끓이다가 굴을 넣어 한소끔 끓이고 들깨와 불린 쌀을 간 것을 넣고 끓여 걸쭉해지면 다진 마늘과 소금으로 간을 한다. 경남에서는 새우살, 조갯살을 넣는다(전남, 경남).전라도에서는 토란탕, 경남에서는 토란탕, 토란들깨국, 토란찜국이라고도 한다. 《조선무쌍신식요리제법》(토란탕 : 土卵湯)에 소개되어 있다."
39,"










알코올 등급

                                        1단계

                                






"
40,갯벌의 염분을 먹고 자라는 세발나물은 바닷가 사람들이 봄에 즐겨먹는 나물입니다. 얇고 길쭉한 잎이 마치 작은 부추처럼 생겼는데 쓴맛이 없어서 요리하기 좋죠. 된장과 고추장을 섞어 맛깔스럽게 무쳐내 보세요. 같은 양념장으로 비름나물을 무쳐도 좋아요.
41,반찬이 없을 때 손쉽게 만드실 수 있는 볶음밥입니다. 간단한 재료만으로 맛을 내기 때문에 누구나 쉽게 맛있는 맛을 만들어 낼 수가 있지요. 손쉽게 만들지만 예쁘게 담으시면 하나의 일품요리로도 손색이 없답니다.
42,"풋고추를 소금에 절인 후 간장 양념에 숙성시킨 장아찌이다.방법 1 : 풋고추를 소금물에 담가 삭힌 후 간장을 붓거나 고추장에 박아 숙성시키며, 먹을 때 잘게 썰어 참기름, 설탕, 다진 파ㆍ마늘로 무친다(상용, 제주).방법 2 : 풋고추에 간장, 설탕, 식초를 부어 숙성시킨다(충북).방법 3 : 소금물에 삭힌 풋고추를 양념(고춧가루, 다진 파ㆍ마늘, 참기름, 설탕, 멸치액젓 등)에 버무리며(경상도), 제주도에서는 양념에 찹쌀풀을 섞는다. 경남에서는 삭힌 풋고추를 된장에 박아 숙성시키기도 한다.풋고추장아찌라고도 하며, 충북에서는 초고추, 경남에서는 삭힌 고추장아찌, 제주도에서는 고치지라고도 한다. 《조선요리제법》(풋고추장아찌), 《조선무쌍신식요리제법》(풋고추장아찌)에 소개되어 있다.※ 전국적으로 먹으나 특히 충북, 경상도, 제주도에서 즐겨 먹는다."
43,"어느 지방에서나 다 담그지만 젓국의 종류, 고춧가루의 양, 풀국의 사용 여부 등이 저마다 다르다. 통배추김치, 동치미, 깍두기 다음으로 가장 많이 해먹는 별미 김치이다. 충청도에서는 새우젓만 넣고 심심하게 하거나 물김치인 동치미를 하는 편이고 경상 · 전라도는 풀국을 섞은 젓갈 김치를 담근다. 김장 담그기 전에 동치미와 같이 담그는데 일반 배추김치보다 일찍 먹는 편이다. 늦은 김치로 하려면 멸치젓이나 풀을 적게 쓰고 새우젓이나 황석어젓을 써 간을 세게 하고 우거지를 덮어 둔다. 색도 변하지 않고 빨리 시지 않아 좋다."
44,"명절이나 잔치 때 음식을 푸짐하게 먹은 뒤 달고 시원한 식혜 한 대접을 마시면 후식으로도 좋고 소화에도 도움이 된다. 식혜는 재료도 간단하고 만들기도 쉽지만 시간이 많이 걸린다.멥쌀이나 찹쌀로 밥을 되게 지어서 엿기름 물에 풀어서 하룻밤 따뜻하게 두면 밥알이 삭으면서 위로 동동 떠오른다. 밥이 엿기름에 들어 있는 당화 효소의 작용으로 삭으면서 맥아의 독특한 단맛과 향이 생기는 것이다. 밥이 삭으면 설탕이나 꿀을 넣고 한 번 끓여서 식힌 후 차게 두고 먹는다. 끓일 때 생강 저민 것을 넣거나 유자즙을 넣으면 향과 맛이 더욱 좋아진다. 식혜를 대접할 때는 따로 떠놓았던 밥알을 알맞게 띄우고, 그 밖에 잣이나 대추 채 또는 새빨간 석류알을 띄우면 맛도 있지만 훨씬 품위 있다.식혜는 정갈한 그릇에 알맞게 담아야 더 맛있어 보인다. 또 국물과 쌀알의 색이 중요하다. 밥을 삭힐 때 밥알이 송송 뜨기 시작하면 망이나 조리로 건져서 찬물에 헹구어 따로 차게 보관해 두었다가 먹을 때 식혜 물에 한 수저씩 넣어야 위에 동동 떠 보기가 좋다. 식혜는 밥알이 많을수록 단맛이 은은하고 색이 뽀얗다. 물론 엿기름이 깨끗해야 하고 엿기름을 우려내어 윗물만 따라서 써야 한다. 앙금이 들어가면 밥알이 거무스름해진다. 요즘 캔에 든 식혜의 밥알은 대부분 누렇고 지저분해 보인다.국물이 맑다고 무조건 좋은 것은 아니다. 식혜를 맛있게 하려면 무엇보다도 엿기름이 좋아야 하고, 삭히는 온도와 시간이 중요하다. 깨끗이 잘 기른 엿기름을 가루 내어 물에 비벼서 담가 두었다가 윗물을 쓴다. 엿기름은 우리나라에서 유독 많이 쓰는데 식혜, 엿, 고추장, 떡, 술 등에 두루 이용한다.지금은 밥알을 보온밥통에 넣어 6~7시간 정도 두면 충분히 삭으므로 아주 손쉽게 할 수 있다. 예전에는 더운 방에 이불로 싸매 두는 등 여러 가지 궁리가 필요했다. 밥알이 삭으려면 50~60℃를 유지해야 한다. 이보다 낮은 온도에 오래 두면 삭기 전에 쉬고, 지나치게 높으면 효소 작용이 중지되어 아예 삭지 않는다.『조선무쌍신식요리제법』에 나오는 식혜 만드는 법은 다음과 같다. “좋은 찹쌀이나 상등 멥쌀로 밥을 되직하게 지어 항아리에 퍼 담은 후 엿기름을 끓는 물에 풀어서 고운 체에 밭아 가라앉혀 붓는다. 밥이 한 주발이면 엿기름 가루는 한 보시기쯤 해서 끓는 물에 풀어 식기 전에 더운 밥을 붓고 나무 숟가락으로 밥알이 상하지 않게 곱게 섞어서 뚜껑을 꼭 봉하여 더운 방에 싸 둔다. 하룻밤 지나면 꿀과 백설탕을 물에 타서 부어 밥알이 동동 뜨면 실백이나 석류알을 띄우거나 유자를 넣는다. 놋그릇이 들어가면 밥알이 가라앉기 쉽다. 급히 식혜를 만들려면 엿기름 가루를 물에 타서 체에 밭아 그 물로 밥을 고슬하게 지어서 알이 무를만하면 냉수에 꿀을 타고 식혔던 밥을 넣으면 된다. 찹쌀 식혜는 보기에는 깔끔하지만 맛은 멥쌀 식혜가 더 낫다.”"
45,"배추김치 450g, 돼지고기(삼겹살 또는 목살) 200g, 양파 ½개, 밥 4컵, 설탕 ½큰술, 참기름 1큰술, 식용유 2큰술,쪽파 3개, 계란후라이 4개"
46,"· 주재료 : 생강 200g, 꿀 1컵, 대추 5개"
47,"고구마로 만든 달콤하고 든든한 건강음료, 고구마셰이크 만드는 법을 배워보세요."
48,"안동식혜(安東食醯)는 찹쌀 고두밥에 고운 고춧가루, 무채, 밤채, 생강채를 넣고 고루 섞은 다음 엿기름물을 따라 붓고 따뜻한 곳에서 발효시켜 만든 음료로 무식혜라고도 한다. 식혜의 단맛과 무와 생강, 고춧가루의 매운맛이 함께 조화를 이루어 약간 걸쭉하고 톡 쏘는 듯한 독특한 맛을 이루며 무의 적체해소와 하기(下氣) 작용의 효능으로 과식하기 쉬운 잔칫날, 설날 등의 명절과 손님접대에 빼놓지 않고 올리는 경상도 안동 지방의 겨울철 향토음식이다."
49,"짭조름한 간장의 맛이 쏙쏙 베인 간장장조림, 고기만큼 든든한 영양 반찬입니다."
50,"


 


이미지 크게보기





"
51,"약과는 유밀과(油蜜果)의 하나로 약(藥)이 되는 과자(菓子)라는 뜻인데 사치스러운 고급 과자로써 정월에 많이 만들어 먹었으며 통과의례나 명절, 잔치, 제향(祭享) 때의 필수 음식이었고 고려시대 때 널리 유행하여 왕족과 귀족, 사원과 민가에서 즐겨 만들었는데 특히 “왕족과 반가, 사원에서 유밀과를 만드느라 곡물과 꿀, 기름 등을 많이 허실함으로써 물가가 올라 민생을 어렵게 한다.”고 하여 고려 명종 22년(1192)과 공민왕 2년(1353)에는 유밀과 제조금지령을 내렸다. 이후 조선시대에는 약과가 대표적인 기호식품의 자리를 차지하였으며 《오주연문장전산고》와 1613년 《지봉유설(芝峯類說)》에 “그 재료인 밀은 춘하추동을 거쳐서 익기 때문에 사시(四時)의 기운을 받아 널리 정(精)이 되고 꿀은 백약(百藥)의 으뜸이며, 기름은 살충(殺蟲)하고 해독(解毒)하기 때문이다.”라고 재료를 설명하고 있다.
	1948년 《조선상식》에는 “조선에서 만드는 과자 가운데 가장 상품이며 온 정성을 들여 만드는 점에서 세계에 그 짝이 없을 만큼 특색있는 과자다.”라고 하였으며 《성호사설》에는 “약과는 여러 가지 과실 모양이나 새의 모양으로 만들었던 것이나, 훗일에 고이는 풍습이 생겨나면서 넓적하게 자르게 되었다.”라는 기록을 볼 수 있다.
"
52,"밤 페이스트의 진한 맛과 스위스 머랭의 바삭함이 잘 어울리는 디저트이다. 보통 스펀지케이크를 사용하지만 여러 가지 변화를 주어 특별한 디저트를 만들 수도 있다.만년설이 있는 몽블랑 산은 프랑스와 이탈리아 국경에 위치해 있으며 이탈리아 어로 몬테 비앙코(Monte Bianco) 산이라고도 하는데, 알프스 산맥 중 최고봉으로 서유럽에서 가장 높은 산이라고 할 수 있다. 몽블랑은 밤 퓨레를 얇은 국수 모양으로 짠 것이 특징으로, 전통 방식을 따른다면 먹을 때 아주 천천히 그리고 작은 은수저를 사용하여 먹어야 한다. 몽블랑 제품은 유럽보다는 일본에서 다양한 제품이 개발되어 판매되고 있다.준비 재료머랭 스위스 누아르1)머랭 쿠키 : 밤 퓨레 200g, 휘핑한 생크림 350g, 바닐라술 20g만드는 법1. 밤 퓨레를 푼 후 휘핑한 생크림과 바닐라술을 섞는다.2. 몽블랑용 깍지를 낀 짤주머니에 ①을 담아 머랭 스위스 누아르 위에 짜면 완성.몽블랑용 깍지가 없는 경우에는 짤주머니에 둥근 깍지를 끼고 짜내도 된다."
53,"럼 토닉(Rum & Tonic), 테킬라 토닉(Tequila & Tonic), 보드카 토닉(Vodka & Tonic)은 베이스로 진 대신에 각각 럼, 테킬라, 보드카를 사용한 것. 최근에 진토닉 대신에 이런 스피리츠를 베이스로 만드는 경향이 현저하게 증가하고 있다. 테킬라 토닉은 줄여서 테코닉(Tequonic)또는 T. N. T라고도 한다. 또한 럼 토닉, 테킬라 토닉의 경우, 라임으로 장식하는 경향이 있다.제조방법재료드라이진 | 45ml토닉워터 | 적당량얼음을 넣은 텀블러에 진을 따르고, 차게 식힌 토닉 워터를 채워서 가볍게 젓는다. 기호에 맞게 슬라이스 레몬을 장식해도 된다."
54,따뜻한 성질의 부추와 차가운 성질의 돼지고기는 음식 궁합이 잘 맞는 요리이지요. 맛도 건강도 모두 생각한 삼겹살 수육 만들어 보세요.
55,한가위 절식의 하나다.「 농가월령가」에“ 북어쾌 젓조기로 추석 명절 쇠어보세.신도주·올벼송편·박나물·토란국을 선산에 제물하고 이웃집 나눠 먹세”라는 구절이 나오는 것으로 미루어 조선시대 때 절식으로 정착된 것으로 추측된다.
56,"아이스 티라는 이름의 초강력 음료뉴욕주의 롱아일랜드에서 탄생한 후, 일본에 상륙한 것은 극히 최근으로, 이후 급속히 유행한 칵테일이다. 만드는 방법도 다양한데, 기본 방법은 여러 개의 강한 술을 혼합한 후, 그것을 과일 주스와 콜라로 섞는다.사용하는 술은 모두 40도를 넘는 강한 것. 외관상으로는 아이스 티이지만, 알코올 강도는 넉 아웃 칵테일 이상이다. 시험삼아 마셔본다든지 약한 술을 좋아하는 분들은 동일한 방법으로 술의 양을 적게 하면 안심하고 도전할 수 있을 것이다.존비의 변형이라고 생각되는데, 존비는 럼과 주스를 충분히 사용한 것. 현재의 콜린즈 글래스를 정식 명칭으로는 존비 글래스라고 하며, 그 이름의 유래가 된 칵테일이다. 이전에 일세를 풍미한 남국풍 칵테일 붐의 방아쇠가 된 것이 이 칵테일이라는 기분이 든다.제조방법재료드라이진 | 15ml럼 | 15ml보드카 | 15ml테킬라 | 15ml코앙뜨로우 | 2tsp.레몬 주스 | 30ml설탕 | 2tsp.콜라 | 잔량부분레몬 슬라이스 | 1장1. 드라이진, 럼, 보드카, 테킬라, 코앙뜨로우, 레몬 주스, 설탕을 크래슈드 아이스를 넣은 대형 콜린즈 글래스에 넣는다.2. 나머지를 콜라로 채워 직접 젓은 후, 레몬 슬라이스로 장식하고, 굵은 빨대 2개를 꽂는다.※ 글래스는 고블렛 글래스를 사용해도 된다."
57,"계란 4개, 물 ⅔컵, 새우젓 1작은술, 쪽파 1개, 고춧가루 ¼작은술"
58,"식혜(食醯)는 엿기름가루를 우려낸 물에 밥을 삭혀서 만든 것으로 달콤한 맛과 생강의 싸아한 향이 일품인 우리 고유의 전통음료이다. 맥아(麥芽)는 맛이 달고 성질은 따뜻하다. 소화불량, 복부창만, 식욕부진, 구토, 설사를 치료하는 맥아의 효능으로 식혜는 음식을 배불리 먹은 뒤에 마시면 소화가 잘되어 명절이나 생일, 잔칫날, 다과상 등에 잘 어울리는 음료이다."
59,"스파게티(spaghetti) 400g, 올리브유(olio extravergine) 120g, 마늘(aglio) 4쪽, 양파(cipolla) 120g, 방울토마토(pomodorini) 40g, 토마토홀(캔) (polpa di pomodoro) 800g, 소금(sale), 후추(pepe), 바질(basilico) 4줄기, 이탈리아파슬리(prezzemolo) 4줄기, 그라나 파다노가루(grana padano grattugiato) 40g"
60,식당에 가면 잘 나오는 아이들이 좋아하는 메뉴인 콘치즈입니다. 치즈가 쭉 늘어나는 모습이 보기에도 맛있어 보이네요. 고소하고 달콤한 콘치즈! 어른 아 이 할 것 없이 누구에게나 사랑받는 메뉴입니다.
