,0
10,"직무의 종류, 난이도, 권한과 역할, 책임의 정도가 비슷한 직위를 한 데 묶어 분류(job classification)한 것으로 인사관리 및 인력운영을 위하여 조직의 구성원들을 적절한 등급으로 나누어 계층별로 묶어 위계적 체계로 배열한 것이다."
11,"복리후생이란 조직이 구성원이나 그 가족들에게 제공하는 혜택으로 보너스, 특별상여, 주식배당, 유급휴가, 유급병가 등의 재정적 급부와 보험급여, 휴가시설이용, 유연한 업무스케줄, 여행기회, 은행서비스, 훈련과 개발 등 비화폐적인 급부가 있다. 이러한 복리후생은 초기 가부장적 온정주의에서 시작되어 사회보장으로 확산되면서 법적인 합법성과 조직의 시혜적인 자발적 행동을 동시에 포함하는 특성을 갖고 있다. 부가급부라고도 한다."
12,"리더십과 비교개념으로 사용된다. 리더십이 상사가 부하에게 영향력을 행사하는 과정이라면, 팔로워십은 부하로서 바람직한 특성과 행동을 의미한다. 일반적으로 건강한 부하는 상사가 바람직한 리더십을 발휘하도록 유도하고 지원해야 하며, 상사에 대한 동의뿐만 아니라 건전한 비판도 함께 해야 한다."
13,재화 및 용역에 대한 개개인의 주관적인 선호도 또는 가치를 의미한다. 객체에 대하여 주관적으로 느끼는 만족의 정도를 관계 개념으로 나타낸 것이므로 동일물에 대한 효용은 주체인 소비자에 따라 다를 수 있다.
14,"개인의 일(Work)과 생활(Life)이 조화롭게 균형을 유지하고 있는 상태를 의미한다. 이 개념은 원래 일하는 여성들의 일과 가정(family)의 양립에 한정되어 사용되다가 노동관(勞動觀)의 변화와 라이프스타일의 다양화를 배경으로 남녀, 기혼 · 미혼을 불문하고 모든 노동자를 대상으로 하는 워크 라이프 밸런스라고 하는 개념으로 발전하였다. 일과 생활의 조화는 사원의 업무에 대한 만족감이나 기업에 대한 충성심, 사기를 향상시키기 때문에 기업은 우수한 인재를 확보하기 위해서라도 사원의 생활을 배려한 제도나 프로그램에 대처할 필요가 있다. 기업에 의한 워크 라이프 밸런스 지원에는 탄력적 근로시간제도나 보육이나 간호에 대한 지원, 건강촉진, 교육지원, 장기휴가 제도 등이 있다."
15,"직무를 효과적으로 수행하여 탁월한 성과를 얻는 데 필요한 종업원의 내재적 특질을 의미한다. 예를 들어 직무수행에 필요한 지식, 전문성, 특정한 스킬 등이 포함된다. 직무역량은 직무교육을 통하여 바람직한 수준으로까지 발전시킬 수 있으며, 이는 조직 내에서 실시되는 각종 교육훈련을 통하여 이루어진다."
16,"학습자에게 적절한 인지적 도움과 안내를 제공하여 학습을 촉진시키는 전략을 의미한다. 최근에는 비고스키(Vygotsky, L. S.)를 비롯한 사회적 구성주의자들이 소개한 개념인 학습자의 근접발달영역(Zone of Proximal Development：ZPD) 내에서 효과적인 교수적 도움을 제공하는 스캐폴딩 전략이 강조되고 있다. 일반교실 수업에서 유능한 동료, 교수자, 전문가 등이 학습자에게 적절한 스캐폴딩을 직접 제공하는 것 뿐 아니라, 이러닝 상황에서도 학습자에게 다양한 도움이나 단서정보를 제시하거나 인지적 점검을 유도하는 등의 전략을 제공한다. 활용의 예로 학습자가 학습을 해가면서 제공되는 정보와 지원을 점차 감소시키는 스캐폴딩 전략을 들 수 있다."
17,"조직의 목표달성을 위해 미래 인적자원 수요 예측을 바탕으로 인적자원을 확보 · 개발, 배치, 평가하는 일련의 업무를 의미한다. 구성원들이 조직의 목적과 그들의 능력에 맞게 활용되고 그에 걸맞은 물리적, 심리적 보상과 더불어 실질적으로 조직의 구성원들의 발탁, 개발 그리고 활용의 문제뿐만 아니라 구성원들의 조직과의 관계 및 능률을 다루기도 한다.구체적으로는 HRP(Human Resource Planning：인적자원계획), HRD(Human Resource Development：인적자원개발), HRU(Human Resource Utilization：인적자원활용)라는 3가지 측면으로 성립되어 있지만, 채용, 선발, 배치부터 조직설계, 역량개발, 노경관계까지를 포괄하는 광범위한 활동에 있어 종래의 인사관리의 틀을 넘어선 보다 포괄적인 개념으로 주목받고 있다. 또한 현대의 인적자원 관리는 구성원존중과 조직발전이 조직의 목표달성과 동시에 이루어질 수 있도록 초점을 두고 접근하는 경향이 크게 대두되고 있다."
18,"필요한 정보나 도움, 미래에 대한 전망을 제공해주는 사람을 의미한다. 컨설턴트는 조직 내에 고용된 사람일 수도 있고, 조직 외부에서 계약에 의해 맺어진 사람일 수도 있다. 엄밀히 말해서, 컨설턴트라는 용어는 조직의 외부에서 교수를 제공해주기만 하는 사람을 표현할 때는 쓰지 않는다. 인적자원개발에서는 인적자원과 관련된 문제, 목표 성취에 대해 구체적인 전문성을 가지고 조언을 하며, 문제 해결을 촉진하는 내부 혹은 외부 사람을 의미한다."
19,"특정한 상황이나 직무에서 준거에 따른 효과적이고 우수한 수행의 원인이 되는 개인의 내재적인 특성으로 개인이 성공적인 수행을 위하여 개별적으로 결합해서 사용하는 어떤 특징들이다. 여기에는 지식, 기능, 사고유형, 정신자세, 사고방식 등이 포함된다. 또 역량을 조직환경 속에서 탁월하고 효과적으로 업무를 수행해 낼 수 있는 조직원의 행동 특성이나, 효과적 수행자와 비효과적 수행자를 분별하는 특별하고 일관된 행동동기, 특질, 기능, 심지어는 우수한 인재의 벤치마크(Bench mark)로 보기도 한다.이와 같은 여러 가지 의견을 종합해 볼 때, 역량 정의에는 몇 가지 공통점이 있다. 첫째, 성공적 수행과 성과에 기여하는 인적 필요능력이란 의미, 둘째, 행동으로부터 지식, 기능, 태도, 가치관, 자아의식 등 개인의 행동적, 심리적 요인을 망라한다는 의미, 셋째, 성공적 인물에게서 안정적이고 일관되게 나타난다는 의미이다. 이러한 3가지 의미를 이해하는 것은 역량모형 개발과정에서 역량을 구별해 내는데 중요한 역할을 한다."
20,"학습이란 학습자가 기억 속에서 학습사태에서 일어나는 여러 가지 사상에 관한 정보를 보존하고 조직하는 인지구조(cognitive structure)를 형성함으로써 일어난다고 주장한다. 기본 가정은 인간의 감각을 통하여 받아들이는 외부자극 요소들이 함유하고 있는 뜻을 추출해 내는 인지 혹은 사고과정을 통하여 사고 내용이 형성되고, 이들 사고 내용이 행동을 유발하는 원인이 된다는 것이다. 인지주의 학습이론의 주된 주제는 개념 형성, 사고과정, 지식의 획득 등이며, 인간의 지각, 인식, 의미, 이해, 그리고 이와 유사한 의식적 경험 등이 학습을 결정하는 중심개념이라고 본다. 인지주의 학습이론으로 게슈탈트이론, 기호학습이론, 정보처리이론 등이 있으며 현대 학습심리학의 주류를 이루고 있다. 최근 두뇌연구와의 연계를 통해 뇌기반 학습 이론의 토대가 되고 있다."
21,"원래의 의미가 ‘일터, 작업장’이지만 연수에 있어서는 수강자가 업무에 필요한 지식이나 기술을 실천적, 체험적으로 학습하여 구체적인 성과를 만들어가는 연수방식을 가리킨다. 일반적인 연수나 세미나와 다른 점은 실제 업무현장에서 직면하고 있는 주제를 정하는 것이며, 학습한 것을 실제 현장에서 실천하게 하는 것에 있다. 워크숍의 진행방법은 먼저 개념, 방법 등 기법을 제시하고, 구체적인 주제에 관한 해결책을 검토하고, 그 후 일정기간의 시간간격을 두고 현장에서 실천한 다음, 재차 모여서 성과에 대해 발표하고 다음 주제를 검토하는 것이 일반적이다. 하지만 워크숍은 많은 경우에 단기성의 특정 교육을 통칭하기도 한다."
22,"원래는 해당 임무를 마친 담당자에게 보고를 받는 것을 일컬으며, 인적자원개발분야에서는 역할연기, 측정, 현장답사와 같은 교육훈련 세션(session)에 이어지는 활동으로 피교육자들이 자신들이 교육기간동안 배우고 경험한 것들과 향후 활동계획을 진행 촉진자(facilitator), 평가자 혹은 다른 연수자와 질의응답을 통해 정리하는 과정을 의미한다."
23,"1930년대와 1940년대에 주로 연구되어진 영역으로서, 유능한 리더와 그렇지 않은 리더간에는 신체적인 특성(신장, 외모, 힘), 성격(자신감, 정서적 안정성, 지배성향), 능력(지능, 언어의 유창성, 독창성, 통찰력) 등에 있어 차이가 있다는 것이다. 특성이론은 리더의 정의를 충족시키기는 하지만 각 리더마다 독특한 리더십 특성을 갖고 있어 리더와 추종자, 유능한 리더와 무능한 리더를 항상 차별화시킬 수 있는 특성 집합을 제시하지는 못했다는 비판에도 불구하고 재조명되고 있다. 이는 리더의 몇몇 특성들은 유효성이 있다는 실증적 연구와 리더의 특성들이 주변사람들의 리더인식이나 지각에 영향을 미칠 수 있다는 인식론 차원의 새로운 해석이 가해졌기 때문이며, 1960년대에서 1980년대에 걸친 학계의 줄기찬 비판에도 불구하고 실무차원에서 지속적으로 특성에 기초한 프로그램이 운영되어 온 이유도 있다."
24,"경쟁기업보다 비용을 낮추거나, 편의 시설을 좋게 하거나, 높은 가격을 정당화 하는 서비스 제공 등과 같이 최고의 가치를 제안해서 경쟁자를 넘어 유리한 경쟁지위를 확보하는 것이다. 기업의 효율성이나 차별화로 획득되기도 하나 실질적인 경쟁우위는 유일한 경쟁지위를 확보하는 것이다.경쟁우위의 원천이 되는 경쟁전략은 포터에 의하면 가격우위 전략, 차별화 전략, 집중전략 등 세 가지가 있다. 두 가지 이상의 전략을 동시에 구현하는 기업은 드문데 조직 구성, 관리기법, 조직 형태, 조직문화 등의 내부 모순이 생기기 때문이다. 이 세 가지 전략은 기본적인 경쟁우위의 구축수단이기 때문에 이 중에서 어느 것도 구축하지 못하는 기업은 궁지에 몰리는 경우가 많다. 그런 상태가 계속되면 우위성 구축을 실현할 수 없게 되며 오히려 차별화에 성공한 기업이나 특정 표적(target)을 선택하여 집중전략을 펼치는 기업에게 점유율을 빼앗겨 버리게 된다."
25,"교육프로그램을 효과적으로 설계하기 위한 모형으로 주로 교사들이 교실수업에서 활용하기 위한 목적으로 개발되었다. ASSURE 모형은 각 단계별로 앞 글자를 발췌하여 명명한 모형으로서 A는 학습자분석(Analyze learners), S는 목표진술(State Objectives), S는 교육방법, 미디어, 교수자료 선택(Select method, media, & materials), U는 미디어와 교수자료 활용(Utilize media & materials), R은 학습자 참여요구(Require learners participation), E는 평가와 수정(Evaluate & revise)을 의미한다.학습자분석단계에서는 학습자의 나이와 사전지식, 태도, 학습양식 등 교육프로그램을 이수하는 참가자로서의 학습자의 특성을 분석하게 된다. 목표진술단계에서는 학습자가 교육프로그램 이수 후에 무엇을 성취할 수 있는 지를 결정하는 단계이다. 교육방법, 미디어, 교수자료 선택 단계에서는 주어진 과제를 적절히 수행하는데 효과적인 방법, 미디어, 자료를 선택하거나 수정보완하거나 새로 개발하게 된다.미디어와 교수자료 활용 단계에서는 교육프로그램을 효과적으로 운영하기 위해 필요한 미디어와 교수자료를 준비하고 활용하게 된다. 학습자 참여 요구 단계에서는 학습자들이 적극적으로 수업에 참여하도록 다양한 교수기법을 활용하고, 피드백을 제공하게 된다. 평가와 수정 단계에서는 학습자의 학습목표달성 정도를 평가하고 교육방법과 교육프로그램을 수정함으로써 개선을 도모하기 위한 단계이다."
26,"나이, 종교, 성, 인종, 윤리적 배경과 같은 사람들의 개인적 특성의 차이를 나타내는 것으로 기업 현장에서 생산성 향상의 중요한 요소로 인식하고 있으며 이러한 다양성을 고려한 근무환경 조성에 많은 관심을 보이고 있다."
27,"조직의 지속적인 경쟁우위를 확보하기 위한 근본적이고 총체적이며 지속적인 경영혁신전략으로서 개인학습(Individual Learning), 팀학습(Team Learning), 조직학습(Organizational Learning)이 습관적으로 발생할 수 있는 조직적 기제(Organizational Mechanism)가 무엇인지를 찾아 제도적, 문화적, 시스템적, 환경적 차원의 노력을 전개하는 활동이다.피들러(Pedler, M.)는 ‘일상적으로 학습을 계속 진행해 나가며 스스로 발전하여, 환경 변화에 빠르게 적응할 수 있는 조직’으로. 가빈(Garvin, D. A.)은 학습조직을 ‘조직원이 학습할 수 있도록 모든 기회와 자원을 제공하며 학습결과에 따라 지속적 변화를 이루는 조직이며, 변화에 능숙한 조직’으로 정의하였으며, 셍게(Senge, P. M.)는 ‘구성원 자신들이 진심으로 원하는 결과를 창출하는데 필요한 역량을 지속적으로 개발시켜주는 조직으로, 새롭고 창의적 사고가 길러지고, 집단적 포부가 자유롭게 논의되고, 구성원들이 함께 학습하는 것을 배우는 조직’으로 정의하였다.학습조직에서 ‘학습’은 개인차원의 공식적인 학습(Formal Learning)이 아니라 개인차원에서 업무추진활동과 함께 발생하는 자연적인 비공식적 학습(Informal Learning)이나 이러한 학습과정과 결과가 공유되는 가운데 시너지 효과가 발생하는 통찰력의 스파크가 튀기는 조직학습을 지칭한다. 학습이 일상적 습관으로 내재화 될 수 있도록 제도적, 문화적, 시스템적, 환경적 조건 마련이 학습조직의 ‘조직’에 해당된다면 이것의 성공적인 구현성 여부가 바로 학습조직 성패를 좌우하는 노력이다."
28,"조직구성원이 팀을 구성하여 동료와 촉진자(facilitator)의 도움을 받아 실제 업무의 문제를 해결함으로써 학습을 하는 훈련방법이다. ‘행함으로써 배운다’(Learning by Doing)라는 학습원리를 근간으로 4~6명을 한 팀으로 구성, 실천현장에서 발생하는 문제(Real Problems)를 팀 학습(Team Learning)을 통해서 다양한 아이디어를 도출, 실제 적용하는 과정에서 발생하는 학습을 강조하는 전략이다.이 방법은 문제의 답은 밖에 있지 않고 안에 있다고 가정한다. 전문가가 일방적으로 처방해준 해결대안보다는 외부 전문가의 도움을 받되 문제상황에 직면하고 있는 내부구성원이 문제해결을 위한 아이디어 구상과 실제 해결대안의 탐색 및 적용과정의 주체가 되어야 학습의 효과가 실천적인 성과로 연결될 수 있다는 가정을 갖고 있다. 책상이나 강의장에 앉아서 수동적으로 전문가의 강의(training)를 듣는 교육보다 문제를 동료들과의 건설적인 대화를 통해 다양한 팀원들이 함께 공동의 노력으로 해결방안을 탐색하는 학습과정을 강조한다.액션러닝의 구성요소는 과제, 학습팀, 촉진자, 질의와 성찰과정, 실행의지, 학습의욕이다. 액션러닝의 원리는 간단하게 L=Q1+P+Q2라고 표시할 수 있다. 여기서 L은 학습(Learning), Q1은 학습활동 이전에 학습자가 갖는 문제의식, P는 가공한 지식(Programmed Knowledge), Q2는 학습활동 이후 현장 적용 이전에 갖는 학습자의 문제의식을 지칭한다. 이 원리에 따르면 실천학습은 학습자의 학습활동 이전과 이후에 갖게 되는 문제의식의 비중을 최대한 높이고, 전문가가 사전에 가공한 지식을 최소화시키겠다는 의도를 갖고 있다.실천학습에서 진정한 의미의 학습이 발생하기 위해서는 학습자의 적극적인 문제의식과 자발적 참여가 이루어지는 가운데 전문가가 필요시에 도움을 줄 때 학습효과는 극대화된다는 가정을 갖고 있다. 액션러닝의 절차는 다음과 같다.① 액션러닝을 위한 상황파악② 액션러닝 팀 선정 및 조직③ 브리핑 및 제한범위 설정④ 팀의 상호작용 촉진⑤ 해결방안 규명 및 검증권한 부여⑥ 결과평가⑦ 향후 방향설정의 단계"
29,"비판적 사고는 단순히 오류를 찾아내는 일변도의 사고방식이 아니라, 목적의식적이며 반성적 판단 과정으로, 특히 참이라고 주장되는 진술이나 명제에 대해, 그러한 진술의 의미를 파악하고, 제공된 증거와 추론을 검사하고, 사실들에 대해 판정을 내리는 과정을 거치게 된다."
30,"자율적 리더십 또는 자기 리더십이라고도 하며, 개인이 스스로를 이끄는 리더십을 의미한다. 즉 리더의 입장에서는 팔로워들이 스스로를 통제하고 규제하며 행동에 필요한 의사결정을 하고 리드하는 능력을 촉진하도록 지원하는 과정이 수퍼리더십 이라면, 팔로워의 입장에서는 타인이 리더가 아니라 자기 자신 스스로가 자신의 리더가 되어 스스로 통제하고 행동하는 것을 셀프리더십이라고 말한다."
31,"기존의 1~3급 제도를 폐지하고 국장(3급) 이상 고위급 공직자들의 부처간 인사교류와 승진을 행정안전부에서 별도로 관리하는 제도로, 고위공무원을 중 · 하위직 공무원과 분리하여 체계적이고 집중적으로 관리, 육성하기 위해 도입한 인사관리 정책이다. 직무분석을 먼저 한 뒤 공무원의 직무수행능력을 평가하여 그 자리에 적격자를 앉히는 제도이다. 국가정책 결정과정에 영향을 크게 미치고 상대적으로 업무측정이 쉬운 국장급 이상 고위직에 적용한다. 자리가 빌 때 공직 내부에서 공모를 통해 적격자를 충원하는데, 일부 개방형 직위는 공직 밖에서도 충원이 가능하다."
32,"핵심가치(core value)라고도 하는데 기업에서의 공유가치는 조직 내에서 바람직한 행동을 제시하는 기본규범이며, 기업 구성원들이 공유하고 있는 가치관이자 신념을 말한다. 공유가치는 주요한 기업문화의 요소로서 기업 내부의 통합과 외부에 대한 적응을 가이드해주는 기준이 된다. 따라서 기업 공유가치는 기업이 지향하는 신념과 기준으로서 해당 기업의 경영행위나 의사결정 방식을 결정하는 기능을 한다. 기업에 따라 다소 차이는 있지만 일반적으로 4~6개 내외의 공유가치를 설정하고 있다."
33,"조직에 새로 들어온 사원과 조직 내에서 새로운 직책으로 옮긴 사원을 위해 특별히 제작된 교육프로그램을 말하고 일반적으로 조직의 역사와 이익, 규칙과 기대에 대한 내용, 조직에 대한 전체적인 소개, 상사들에 대한 소개, 그리고 그들이 직무를 수행하는데 필요한 조직의 규정 등에 관한 일반적인 정보를 제공해 준다. 오리엔테이션을 하는 목적은 첫째, 조직의 역사를 소개함으로써 조직 내부에 내재된 조직의 문화적 양식이나 관행(cultural practice), 조직의 목적과 가치를 신입사원들에게 심어 줄 수 있다. 둘째, 신입사원이 수행하게 될 직무를 소개하여 이를 위한 지식, 기술, 능력 배양의 필요성을 주지시켜 주기 위함이다. 셋째, 조직에 관해 현실적이고 객관적인 정보를 전달하여 신입사원의 진입충격을 완화시키고 조기 이직을 예방할 수 있다."
34,"조건요소들의 중요성을 보여주는 막대그래프로 문제해결 노력의 향상 및 서로 다른 문제 요소들 간의 상관적 중요성을 서술한다. 학습의 조건을 선택(측정단위, 기간 등)하고, 각 요소들의 정보를 수집한 후, x축에는 요소들을 y축에는 발생정도를 나타내어 그 수치를 막대그래프로 표현한다. 파레토 도표는 불량품에 대해서 불량원인별로 데이터를 취하여 그 영향이 큰 것 순(빈도수 또는 금액)으로 나타낸 도표이다. 이 도표는 본래 이탈리아의 경제학자 파레토가 소득분포곡선으로 이용한 것을 쥬란(Juran, J. M.)이 이를 수정보완하여, QC(Quality Control)기법에 사용한 것이다. 파레토 도표는 품질에 대한 불량 등이 발생한 경우 그 원인을 찾아서 대책을 세울 때 무엇부터 고려해야 할지를 알려준다. 품질향상을 위한 도구로 파레토 도표와 특성요인도를 많이 든다."
35,"장애를 사유로 한 차별을 금지하고 장애인들의 권리를 구제하기 위하여 2007년 장애인차별금지 및 권리구제 등에 관한 법률로 제정되었다. 이와 관련하여 금지되는 차별행위는 정당한 이유없이 장애인을 제한 · 배제 · 불리 · 거부하는 행위로서, 고용에 있어서는 모집 · 채용 · 임금 · 승진 · 인사 · 정년 · 퇴직 등 인사상 차별금지 및 직무수행에 필요한 정당한 편의제공 등에 있어서 차별을 금하고 있다."
36,"전통적인 기능적 조직구조와는 달리 단위적 분화의 원리에 따라 사업부 단위를 편성하고 각 단위에 대하여 독자적인 생산 · 마케팅 · 재무 · 인사 등의 독자적인 관리권한을 부여함으로써 제품별 · 시장별 · 지역별로 이익중심점을 설정하여 독립채산제를 실시할 수 있는 분권적 조직이다. 사업부제는 생산, 판매, 기술개발, 관리 등에 관한 최고경영층의 의사결정 권한을 단위 부서장에게 대폭 위양하는 동시에 각 부서가 마치 하나의 독립회사처럼 자주적이고 독립채산적인 경영을 하는 시스템이다. 사업부제는 고객/시장욕구에 대한 관심 제고, 사업부간 경쟁에 따른 단기적 성과 제고 및 목표달성에 초점을 둔 책임경영체제를 실현할 수 있는 장점이 있는 반면에 사업부간 자원의 중복에 따른 능률 저하, 사업부간 과당경쟁으로 조직전체의 목표달성 저해를 가져올 수 있는 단점이 있다."
37,"사업체를 설립, 조직, 관리하고 내포된 위험을 감수하는 개인으로 주로 제1세대 경영자를 칭하며, 변화를 탐구하고, 변화에 대응하며, 변화를 기회로 이용하는 사람을 의미한다. 종종 제품, 서비스, 기회실현, 또는 회사의 가치, 목적, 위계, 관리 스타일 혹은 다른 특성들에 불만족하여 혁신적인 아이디어를 내는 사람을 의미하기도 한다."
38,"학습이론의 하나로 유기체가 활동하고, 생각하고, 느끼는 모든 것을 행동으로 보고, 이러한 관찰 가능한 행동의 변화를 학습으로 간주한다. 행동이론은 인간은 자극에 따라 반응하는 존재로 보고, 학습이란 인간의 바람직한 행동의 변화를 일으키기 위해 적절한 자극과 그 반응을 강화시키는 것으로 이해하는 이론이다. 학습을 설명하는 행동주의 이론의 대표적인 학자로는 파블로프(Pavlov, I. P.), 쏜다이크(Thorndike, E. L.), 스키너(Skinner, B.), 헐(Hull, C. L.) 등을 들 수 있다. 이들은 학습을 경험이나 관찰의 결과로 유기체에게서 일어나는 비교적 영속적인 행동의 변화 또는 행동잠재력의 변화로 정의내리며, 유기체를 자극에 대해 수동적으로 반응하는 존재라고 보았다. 파블로프는 고전적 조건화 이론, 쏜다이크는 도구적 조건화 이론, 스키너는 조작적 조건형성이론, 헐은 체계적 행동이론을 정립하였다."
39,"전기나 전자를 의미하는 electronic의 e와 학습을 의미하는 learning이 합성된 용어로서 기본적으로는 전자적 환경을 기반으로 하는 학습을 의미한다. 그런데 최근 전자적 환경은 곧 인터넷 환경을 의미하기 때문에 이러닝이란 인터넷 기반의 전자적 매체를 통해 구현된 융통성 있는 학습환경에서 학습자들이 시간과 공간을 초월하여 상호작용 및 자기 주도적 학습활동을 통해 다양한 형태의 학습경험을 수행하는 학습체제로 정의된다.이러닝은 첫째, 인터넷을 포함하는 네트워크 시스템 기술 기반 하에서 학습이 이루어진다는 점, 둘째, 시간과 공간을 초월한 열린 학습, 분산형 학습, 융통적 학습을 제공한다는 점, 셋째, 교수자와 학습자, 학습자와 학습자간에 다양한 방식으로 협력하고 커뮤니케이션을 수행할 수 있도록 상호작용 활동을 지향하는 점, 넷째, 다양한 형태의 학습경험, 자기 주도적 학습활동과 같은 학습체제를 강조한다는 점과 같은 특징을 지니고 있다."
