,0
214,"그린푸드(green food)'로 지칭되는 녹색 음식을 먹으면 몸과 마음이 편안해진다. 녹색 음식은 시각적인 긴장은 물론이고 신경과 근육의 긴장까지도 완화시켜 준다. 녹차(綠茶, green tea)는 녹색음식을 대표한다고 할 수 있다.원산지가 중국으로 알려지고 있는 차(茶)나무는 후피향(厚皮香) 나무과에 속하는 상록활엽관목이다. 잎은 차로, 열매는 착유해서 기름으로, 줄기는 단추감으로 이용된다.중국인들이 차를 즐긴 시기는 당(唐), 송(宋)나라 이후이며, 우리나라 신라(新羅)와 일본에도 이때 차(茶)가 전해졌다. 기록상으로 볼 때 차가 우리나라에 처음으로 전래된 것은 신라 27대 선덕왕 때이며, 차 종자가 처음으로 파종된 것은 신라 42대 흥덕왕 3년(828년)이었다.중국의 '소엽종'을 개량한 일본의 '야부키타종'이 1930년경에 우리나라에 들어 왔으며 이것이 현재 재배되는 차 종자이다. 우리나라는 차나무를 제주도, 경상남도, 전라남도 등지에서 많이 심고 있다.차의 종류는 찻잎의 발효(醱酵) 여부에 따라 녹차, 오룡차, 홍차 등으로 구분된다. 녹차는 채취한 신선한 찻잎을 고온 가열하여 잎 속의 산화효소의 작용을 억제시킨 후 비비고 말리고 정제하는 등의 가공을 거쳐 만든다. 홍차(紅茶)는 탄닌을 85% 이상 발효시킨 완전 발효차다. 찻잎을 시들게 한 후 비비고 발효시키고 정제하는 등의 여러 과정을 거치는 동안 카페인이나 탄닌의 성분이 줄어든다.오룡차(烏龍茶)는 발효하지 않은 녹차와는 달리 탄닌을 절반 정도만 발효를 시킨 것이다. 발효 도중에 잎이 까맣게 되면서 마치 용(龍)처럼 굴곡지기 때문에 '오룡차'라고 불린다.차의 맛은 다양성이 있다. 즉 차의 카페인은 쓴맛, 카테킨은 떫은맛, 테아닌(아미노산의 일종)은 감칠맛을 낸다. 차는 동양인이, 커피는 서양인이 즐겨 마신다. 따끈한 한 잔의 차는 육체적인 피로뿐 아니라 정신적인 피로도 해소시켜 주는 기호(嗜好)음료이다.차는 제조법, 잎의 크기와 모양, 채취 시기에 따라 이름도, 품질도 다양하다. 차나무는 심은 지 3년 이상이 되면 잎을 딸 수 있다. 차는 언제 딴 잎으로 만드느냐에 따라 품질이 결정된다. 가지 끝에 갓 돋아난 여린 잎을 청명 전후에 따는 것이 제일 좋은데 청명(淸明)은 24절기의 하나로 춘분과 곡우의 사이로, 음력으로는 3월 무렵이며 양력으로는 4월 5일쯤이 된다.청명 전에 딴 차를 '명전'이라고 하며, 비가 내리고 본격적인 농사가 시작되는 곡우(양력 4월 20일쯤) 이전에 따는 '첫물차'를 '우전차(雨前茶)'라고 해서 귀한 대접을 받는다. 그 후 약 1개월 후 처음 찻잎을 딴 곳에서 돋아난 여린 잎을 두 번째로 따고(두물차), 다시 1개월 지나서 세 번째로(세물차), 그리고 9월에 네 번째로(네물차) 잎을 딴다. 찻잎을 따는 시기가 늦을수록 품질은 떨어진다.차나무 잎에는 퓨린계 알칼로이드가 들어 있는데, 주로 카페인이다. 봄철 어린잎에 들어 있는 카페인의 양이 가장 많다.좋은 차를 선택하려면 차의 외형, 향기, 색 등을 잘 살펴야 한다. 녹차는 겉모양이 가늘고 광택이 있으며 잘 말린 것이 좋다. 잎차 중 묵은잎(연황색을 띤다)이 섞여 있지 않은지 살피며, 손으로 쥐었을 때 단단하고 무거운 느낌이 드는 것이 상품에 속한다.차는 온도가 높거나 습기가 많은 곳에 보관하면 차의 주성분인 폴리페놀과 엽록소가 산화되므로 냉장고의 냉동실(-5℃ 내외)에 보관해야 공기, 온도, 빛을 차단할 수 있다.중국 당(唐)나라 『다경(茶經)』에는 '정신을 맑게 하려면 차를 마신다'는 구절이 있다. 즉 한 잔의 맑은 녹차는 현대의 번잡한 생활 속에서 벗어나 인간의 진정한 삶을 깨우쳐주는 것으로 해석할 수 있다."
215,아삭아삭 씹는 맛이 매력인 뿌리채소 우엉! 당질의 일종인 이눌린이 풍부해 신장 기능을 높여주고 풍부한 섬유소질이 배변을 촉진한답니다. 다이어트를 계획한다면 우엉을 적극 추천합니다.
216,"




















외국어


-




분류


돼지고기 내장




원산지


중국, 그리스




주요생산지


외국 : 전국국내 : 전국




유사재료


소 위(양)




어원/유래


예로부터 맛이 뛰어나 돼지를 잡을 때 몰래 빼돌리는 사람이 많았는데 오소리가 굴에 숨듯 한번 사라지면 행적을 알 수 없다는 비유에서 나왔다는 설과 맛 때문에 누가 먹을지 다투는 것이 권력을 말하는 오소리감투를 놓고 싸우는 것과 같아 불렸다는 이야기가 있다.     




특징


보살감투, 보사리감투로 불리기도 하고 기름기가 없어 담백하고 쫄깃한 맛이 남.




종류(구분, 품종)


구분: 돼지부산물




음식궁합


부추와 잘 맞는다. 따뜻한 성질을 지니고 있어 비위를 강화 시켜준다. 야채를 듬뿍 넣어 만든 순대와 찰떡궁합이다.




효능 및 영양성분


원기회복과 피부미용에 좋고 소화촉진과 혈액순환에 효과를 보임.




열량


100g당 112kcal 




궁합


새우젓(새우젓의 단백질 분해효소가 돼지고기의 소화를 돋는다. 




활용


돼지 부속품들과 함께 내장국을 끓여먹기도 하고 삶아서 먹거나 볶음, 튀김등으로 활용하기도 한다. 




고르는 법


신선하고 냄새가 나지 않는 것을 고른다.




손질법


굵은 소금으로 비벼서 여러 번 씻고 훑어 곱을 제거한다. 된장으로 씻은 후 밀가루로 씻어 사용해도 된다.




보관법


보관기간이 짧기 때문에 구입 후 바로 삶아서 이용한다.  




먹는 법


깨끗이 손질 후 삶아서 소금에 찍어 먹거나 기름에 튀겨 먹는다. 돼지의 다른 부속품들과 함께 내장국에 넣어 끓여먹는다. 외국에서는 오소리감투에 고기를 넣은 소세지를 만들어 먹기도 한다.

















   오소리감투의 정의
















오소리감투















말린 오소리감투













오소리감투는 돼지의 위장을 말하는 것으로 쫄깃하고 구수한 맛을 낸다. 식재료가 발달한 프랑스나 이탈리아도 내장을 식재료로 활용하는데 우리나라는 돼지의 내장을 순대나 국밥 등에 이용한다. 돼지 내장으로는 염통(심장), 허파, 간, 콩팥, 돼지의 자궁, 귀 그리고 오소리감투(위장)가 있는데 특히 이중에서 위를 오소리 감투라 부르는 이유는 옛날에는 돼지를 잡으면 위가 맛있는데 양이 적기 때문에 경쟁이 심해서 눈깜짝할 사이에 사라지거나 이 부분을 차지하려고 경쟁하는 모습이 감투를 쓰려하는 모습과 흡사해 붙여진 이름이다.     오소리감투의 영양 및 효능오소리감투는 소화불량에 효과가 있고 위를 따뜻하게 하며 위의 연동운동을 돕는다. 몸이찬 여성과 소변을 과하게 보는 사람들에게도 도움이 된다.[천금익방]에는 돼지 위에다 인삼, 생강, 파, 찹쌀을 섞어 고아먹으면 신체허약, 정력부족에 좋다고 말했고 위궤양이 심한 사람은 돼지 위를 불로 잘 건조하여 곱게 가루 내어 아침마다 따뜻한 물로 목용하면 효과가 있다고 쓰여있다.     오소리감투 고르는 법냉장보관된 싱싱하고 냄새가 나지 않는 신선한 것을 고른다.      오소리감투 손질법
















굵은 소금으로 여러 번 씻는다.















끓는물에 데친다.













오소리 감투는 반으로 갈라 기름을 제거한 후 굵은 소금으로 비벼서 여러 번 씻고 훑어서 곱을 제거한다. 된장으로 씻은 후 밀가루로 씻어 사용해도 된다.    오소리감투 보관방법
















냉장보관하고 가능한 빨리 섭취한다.













구입후 냉장보관을 해야하고 되도록 상하기 쉬운 재료이니 빠른 시일내에 소모하도록 한다.      오소리감투 활용방법 
















식재


용도


활용 메뉴




오소리감투


국, 찌개


순대국, 내장국, 내포탕, 불도장, 나카미




소세지


앙두이에트(프랑스), 




쌈


돼지위쌈(북한)




밥


돼지밥통요리 




전


오소리감투전




기타


순대볶음, 내장볶음, 오소리 감투튀김. 수육

















 [참고자료] - 대한민국 식재총람- 위키백과- 식재의 재발견











"
217,"• 개화 시기: 10월 중순~11월 초순• 특징: 단풍나무과에 속하는 쌍떡잎식물이다. 대개 나뭇잎이 푸른빛을 띠는 것은 엽록소(葉綠素)라는 녹색빛 색소를 지니고 있기 때문이고 꽃이나 열매가 붉거나 노랗게 보이는 것은 그 세포 속에 화청소(化靑素)나 화황소(化黃素) 등이 들어 있기 때문이다. 가을에 단풍이 붉게 물드는 것은 기온이 내려가면서 잎에 있던 엽록소가 분해되어 화청소가 되기 때문이고 노란 것은 화황소가 되기 때문이라고 한다.• 꽃말: 상냥, 자제, 사양"
218,"깃털이 달린 공, 즉 셔틀콕을 네트 양편에서 라켓으로 쳐가며 득점을 겨루는 스포츠이다. 언제 어디서나 약간의 공간만 있으면 누구나 즐길 수 있는 스포츠이므로 대중에게 가장 많이 보급된 라켓 종목이기도 하다."
219,어복쟁반은 놋쟁반에 갖가지 고기편육과 채소류를 푸짐하게 담고 가까운 사람끼리 둥글게 모여 앉아 육수를 부어가며 먹는 추위를 이기게 하는 일종의 전골이자 온면으로 의리있고 인정 많은 평안도 사람들의 기질이 잘 표현된 음식이라 할 수 있다.
220,출산 후 3개월이 다 되어가지만 아이의 이상 징후엔 어떤 엄마라도 예민해지기 마련이다. 그러나 이 무렵의 아이들에게 쉽게 나타나는 대표 이상 징후들에 대해 제대로 숙지하고 있으면 당황하지 않고 침착하게 대처할 수 있다.
221,"티라미수는 이탈리아를 대표하는 디저트이다. 커피, 카카오, 마스카르포네 치즈, 계란 노른자, 설탕 등의 재료로 만들어, ‘기운이 나게 하다’ 혹은 ‘기분이 좋아지다’라는 속뜻처럼 열량과 영양이 높고 정신이 번쩍 날 만큼 기분 좋은 맛으로 잘 알려져 있다. 티라미수의 유래와 기원은 정확하지 않지만 1970년대 캄페올(Campeol) 부부가 베네토 주 트레비소(Treviso)에서 운영한 레스토랑 ‘레 베케리(Le Beccherie)’에서 티라미수가 개발되었다는 설이 가장 설득력 있다. 티라미수가 잡지나 요리책 등에 등장하기 시작한 것은 1980년대로, 역사가 길지 않음에도 불구하고 세계적으로 잘 알려져 있다."
222,"‘인간이 신에게 받은 최고의 식품’ 이라 할 정도로 치즈에는 칼슘, 미네랄, 비타민, 단백질 등 우리 몸에 필요한 대부분의 영양소가 듬뿍 들어있다. 치즈에 들어있는 칼슘은 건조한 피부와 여드름을 완화시키는 효과가 있는데, 그 양도 꽤 많아 두 장만 먹어도 하루 권장 칼슘량을 모두 섭취하게 된다. 근육, 피부, 모발 등 우리 몸의 중요한 구성성분인 단백질 역시 소화 흡수되기 좋은 상태로 들어있다. 생리기능을 활성화시켜 미용에도 좋다.또한 치즈의 메티오닌이라는 성분은 알코올에 의한 자극이나 흡수를 느리게 하기 때문에, 안주로 먹으면 숙취해소에 더없이 좋다. 단, 비타민 C와 식이섬유가 부족하다는 것이 단점이라면 단점. 때문에 과일이나 야채와 함께 먹으면 좋다."
223,"이들은 몹시 까다롭고, 세련되고 충실한 개이다. 주인에게 충실한 이들은 모든 사람들과 친밀하게 지낸다. 이들의 눈같이 희고 부드러운 털은 밑털이 없으므로, 연례적인 털갈이 행사의 문제를 일으키지는 않지만, 털이 엉키지 않게 하기 위해서는 자주 빗어주어야 한다. 이들의 꼬리는 본래의 길이대로 우아하게 등 뒤로 말려있다. 몰티즈는 활달하며 작지만 단호하다. 애정이 많고, 질투도 하고, 응석을 잘 부린다. 모든 사람들에게 친절한 이 개는 집도 잘 지키지만 아이들을 자신의 라이벌로 생각하고 대드는 경향이 있으니 서열 정하기 훈련에 신경을 써야 한다."
224,"일반적으로 벌은 사람이 직접적으로 공격하지 않으면 사람을 공격하지 않는다고 한다. 벌을 공격하지 않는데도 불구하고 사람의 활동만으로도 자극을 받아서 공격을 하는 벌은 말벌 그룹이 흔하다고 한다. 그중에서도 노랑말벌은 알러지 반응을 가장 많이 일으킨다고 한다.

	증상
	


일반적으로 벌에 쏘였을 때 국소적인 반응으로 쏘인 부위 주변으로 붓게 된다. 이어서 통증이 나타나게 되며, 대부분 이런 증상이 수일 지속되고 호전되는 것이 보통이다.여러 차례 벌에 쏘이게 되면 전신 독성 반응도 나타날 수 있는데, 구역감, 구토, 설사, 어지러운 증상 등이 나타나기도 한다. 일부에서는 아나필락시스 반응이 나타나게 되는데, 혈압이 하강하고 호흡이 힘들어지면서 복통이 나타나게 되고 심한 경우 의식저하와 사망에까지 이를 수 있는 무서운 상황까지 갈 수 있다.

	응급처치
	

우선 환자를 추가적인 벌에 쏘임을 막기 위해서 안전한 장소로 이동한다. 이후 벌침을 제거해야 하는데, 신용카드의 모서리로 살살 긁어 낸다. 단 무리하게 시도해서는 안 된다. 또한 벌침 끝 부분에 남아 있는 벌독이 몸 안으로 더 들어 갈 수 있기 때문에 손으로는 잡아 뽑지 않는 게 좋다. 벌침을 제거한 후에는 2차적인 감염을 예방하기 위해 비눗물로 상처부위를 깨끗이 세척한다. 이후에 얼음찜질을 시행하여 부종을 감소시키고 부종이 심할 때는 물린 부위를 높게 한 후 안정시킨다.


		
		신용카드의 모서리로 벌침을 살살 긁어 낸다.
	
알러지 반응으로 호흡곤란이나 혈압강하 소견이 관찰되면 즉시 119에 신고하거나 응급실을 방문해야 한다. 또한 쏘인 부위가 붓거나, 통증 등의 국소반응만 있다 하더라도 대부분의 경우 약물 치료가 필요하기 때문에 병원을 방문해야 한다.

	주의사항
	

· 벌침 끝 부분에 독이 남아 있을 수 있으므로, 손으로 벌침을 뽑지 않도록 한다.· 벌침을 핀셋으로 집어 뽑지 않도록 한다. 핀셋으로 집을 경우 독을 짜낼 수 있기 때문이다.

	예후
	

대부분 국소적인 반응이 나타나므로 생명에 위협을 주는 경우는 많지 않다. 하지만 심한 두드러기 및 입술 눈 주변이 붓고 가슴이 답답해지면서 숨이 차는 경우에는 아나필락시스라는 과민반응이 나타난 것이므로 방치해 두었을 경우에는 적절한 치료를 하지 않으면 사망에 이를 수도 있다."
225,"이 개들은 자주 “농장의 양치는 개”, “일하는 양치는 개”들로 불러지며, 농부와 목양하는 사람들을 돕는 일을 잘 하는 개로 남아 있다. 보더 콜리는 잡일이 주어지거나 이들의 힘을 분출시킬 때 가장 행복하다. 활력적이고 민첩하며 의욕적이다. 친구에 대하여 다정하고, 낯선 이들에게는 상당히 냉담할 수 있을지도 모르지만 그렇기 때문에 훌륭한 경비견이 된다. 영특함은 이 견종이 갖는 최대의 특성이다."
226,"칼슘이 풍부한 바다의 채소 미역에는 칼슘이 풍부하답니다. 미역초무침, 미역국 등 다양한 요리법으로 골다공증을 예방해 봅시다."
227,"돗돔은 전설의 물고기라 불리는데 잘 잡기 힘들다고 합니다. 단백질, 무기질이 많아 성장기 어린이에게 좋다고 합니다."
228,1. ≪곰돌이 사물카드≫통 안에 있는 카드를 꺼내 늘어놓고 노는 동안 사물을 익히고 더불어 어휘도 익힌다. 글자를 재미로 익히고 놀이로 느끼도록 해주는 카드이다.(웅진)
229,"콩은 20세기 들어 동서양을 막론하고 생산과 이용 면에서 세계 최고의 신데렐라 작물로 부상하였으며, 21세기에도 여전히 주목받는 밀레니엄 식품이다. 우리나라에서는 콩을 삼국(三國)시대부터 재배하였다. 콩은 세계적인 식품으로 1,000여 가지의 용도로 이용되고 있다.콩에 들어 있는 단백질의 양은 농작물 중에서 최고이며, 구성 아미노산의 종류도 육류에 비해 손색이 없다. 콩에는 비타민 B군이 특히 많고 A와 D도 들어 있으나 비타민 C는 거의 없다. 그러나 콩을 콩나물로 재배할 때는 싹이 돋는 사이에 성분의 변화가 생겨 비타민 C가 풍부한 식품이 된다.세계 장수촌 중 하나인 남미 에콰도르의 작은 마을 '빌카밤바(Vilcabamba)'는 질병이 없는 '면역의 섬'으로 알려져 있다. 이 지역 장수(長壽) 노인들의 건강 묘약은 콩이다. 모든 주민이 유기농으로 재배한 콩을 주식으로 먹는다. 원광대학교 보건대학원은 우리나라 장수마을을 조사한 결과 콩과 마늘 수확량이 많은 지역에 사는 주민들이 오래 산다는 연구결과를 발표하였다.콩은 단백질 35∼40%, 지방 15∼20%, 탄수화물 30%가량으로 구성되어 있으며, 식이섬유, 비타민, 무기질 등이 들어 있는 영양식품이다. 콩(대두, soybean)에 함유되어 있는 주요 성분에는 100g당 열량 400㎉, 탄수화물 30.7g, 단백질 36.2g, 지방 17.8g, 비타민(비타민 B1, B2, 나이아신 등), 무기질(칼슘, 인, 철, 나트륨, 칼륨 등), 섬유소 등이 있다. 콩에서 콩기름(100g당 884㎉)을 추출하면 '대두박'이 남는다. 우리나라에서는 대두박을 대개 사료용으로 이용하고 있다.콩을 날 것으로 먹으면 거의 소화가 안 되지만 익혀 먹으면 65%가량 소화 · 흡수가 된다. 그러나 콩 제품인 두부는 95% 정도, 된장은 80% 정도 소화 · 흡수가 된다. 우리나라에서는 콩 제품으로 콩나물, 두부, 된장 등을 많이 먹는다. 콩은 맛이 달지 않으며, 생콩은 비린 맛이 나며 너무 삶으면 메주 뜬 맛이 난다. 콩에 함유되어 있는 파이토에스트로겐(식물성 에스트로겐)인 '아이소플라빈'의 맛은 쓴 편이다.우리 민족은 옛날부터 장(醬)을 담그는 솜씨가 뛰어났다. 중국에서 290년에 발간된 『삼국지 위지동이전』에 “고구려인은 장 담그고 술 빚는 솜씨가 훌륭하다”고 적혀 있다. 메주가 문헌에 처음 나온 것은 『삼국사기』에서 신라 신문왕 3년, 왕이 김흠운의 딸을 왕비로 삼을 때 보낸 예물 중 '시(豉)', 즉 메주를 보냈다는 내용이 있다.장은 원래 간장을 말한다. 하지만 넓은 의미로는 된장, 청국장, 막장, 고추장을 아우른다. 이에 장류(醬類)라고도 한다. 1930년대 일본인들에 의해 장류의 공업화가 시작됐고, 최근에는 재래식 메주 대신 개량 메주를 이용한 개량 된장이 주를 이루고 있다.우리나라 전통 된장은 '바실러스 서브틸러스(B. subtilis)'라는 세균과 자연계 국균을 이용한다. 한편 일본 된장인 미소는 '아스퍼절러스 오리제(A. oryzae)'라는 순수한 국균만 사용한다. 맛도 달라 우리 된장이 구수하고 짜다면, 일본 '미소[みそ(味噲)]'는 달고 담백하다.우리가 쉽게 사먹는 개량 된장은 콩에 쌀과 밀가루 따위를 섞어 메주를 만들고 코지균을 접종해 발효시킨다. 깊고 구수한 맛이나 영양은 콩만 사용하는 전통 된장이 우수하다. 그러나 개량 된장은 제조 기간이 짧고, 잡균이 섞이지 않아 위생상 안전하다.된장은 간장, 고추장과 함께 우리의 전통 발효 식품으로 항암 성분을 비롯해 우리 몸에 유익한 갖가지 성분이 들어 있는 최고의 자연 식품이다. 콩 발효 식품인 된장은 예로부터 귀중한 식품으로 여겨졌으며 삼국시대부터 만들어졌다. 신라시대에는 된장이 혼수품으로 쓰였다고 전해 내려온다. 조선시대의 장 담그는 법은 문헌(『구황보유방』)에도 기록되어 있다.『조선왕조실록』에 의하면 세종대왕이 중국 명나라에 '포장(泡匠)'이라는 이름의 두부사절단을 세 차례에 걸쳐 파견했다고 기록되어 있다. 두부의 기원은 2세기 무렵이라고 하지만 그로부터 천 년이 지난 조선시대에는 오히려 조선의 두부 만드는 기술이 중국보다 앞서 있음을 볼 수 있다.콩은 항암 효과가 널리 알려져 있는 식품이다. 특히 검은콩 껍질에는 노란 콩에는 없는 글리시테인(glycitein)이라는 항암 물질이 들어 있다. 요즘 브라질에서 최고의 보양식으로 꼽히는 음식 중 하나가 검은콩으로 만든 '페이조아다(feijoada)'이다. 이 음식은 원래 노예들의 일용식(日用食)이었으나 최근 콩에 대한 관심이 커지면서 새롭게 주목받고 있다.콩 섭취가 심혈관 질환에 미치는 영향에 대한 여러 연구에 따르면, 규칙적인 콩 섭취는 동맥경화를 유발하는 것으로 알려진 저밀도지방단백질(LDL)이 콜레스테롤을 낮추고 중성지방을 낮추며 동맥경화를 예방하는 고밀도지방단백질(HDL) 콜레스테롤을 높이는 것으로 밝혀졌다. 이러한 효과는 콩 단백질의 효과와 더불어 콩 안에 풍부하게 들어 있는 불포화지방산이 LDL 콜레스테롤 수치를 낮추는 작용을 하기 때문이다. 또한 콩에는 동맥경화를 예방하는 오메가-3 지방산도 많이 들어 있다.콩은 골밀도를 유지하고 높여주는 효능이 있어 골다공증의 예방과 치료에 효과가 있다. 즉 콩에 들어 있는 아이소플라본이 뼈의 파괴를 막고 골밀도를 높이는 작용을 한다. 또한 콩에 함유되어 있는 칼슘은 흡수가 잘 되기 때문에 골다공증 예방에 유리하다. 칼슘이 많은 콩 제품에는 두부, 삶거나 볶은 콩, 칼슘 강화 두유 등이 있다.쥐눈이콩은 쥐의 눈처럼 생긴 콩이란 의미로 서목태(鼠目太)라고 부르며, 한약상에서는 '약(藥)콩'이라 부른다. 옛 문헌 『본초강목』에는 쥐눈이콩을 “성질이 따뜻하고, 맛이 달며, 독이 없다. 약으로 사용하면 더 좋다. 신장병을 다스리며 기를 내리어 풍열을 억제하고 혈액 순환을 활발히 하며 독을 푼다”고 기술하였다.청국장(淸國醬, 일명 담북장)은 메주콩을 쑤어 식기 전에 그릇에 담고 아랫목에 놓아 담요나 이불을 씌워 2∼3일간 따뜻하게 보온하면 납두균(納豆菌)이 번식하여 끈끈한 향기를 가진 발효 물질로 변한다. 청국장이 다 뜨게 되면 끈끈이 실을 내는데, 이 실은 아미노산인 글루탐산이 여러 개 합친 것과 과당의 중합물인 프락탄이 엉겨서 된 것이다.소화성이 떨어지는 콩의 소화력이 납두균의 작용으로 높아질 뿐 아니라 콜레스테롤을 분해하는 작용도 한다. 청국장 100g에서 190㎉ 정도의 열량을 얻을 수 있으며, 비타민 B2도 풍부하다. 일본 사람들은 납두균을 띄워 진이 난 것을 양념을 하지 않고 그대로 먹는다. 우리나라에서는 다 띄운 뒤에 마늘, 생강, 고춧가루, 소금 등을 넣어 끓여 먹는데 청국장과 두부는 잘 어울린다. 납두에는 두뇌의 영양이라고 말하는 레시틴(lecithin)이 풍부하다. 레시틴은 체내에 흡수된 후 분해 되어 뇌세포간의 신경전달 물질인 아세틸콜린(acetylcholine)의 원료가 된다.청국장의 포자는 찌개로 끓였을 경우에도 10분 이상 생존한다. 혈전(血栓) 제거 효과를 기대한다면 당연히 생으로 먹는 것이 가장 좋으나 여의치 않으면 모든 재료를 넣고 끓이다가 마지막에 청국장을 넣고 1∼2분 정도 살짝 끓이는 것이 현명하다.일본은 대표적인 장수 국가이며, 장수 비법으로 발효된 음식을 즐겨 먹으며 또 강한 양념을 쓰지 않고 식재료 그대로의 맛을 내는 조리법도 건강 식습관의 하나다. 그런 일본인의 식탁에서 빠지지 않는 식품이 바로 '낫토'이다. 우리나라 청국장과 비슷한 형태이긴 하지만 된장이 되기 전까지 발효시킨 음식으로 대두의 형태가 그대로 남아 있고 발효로 인해 끈적거린다. 뜨거운 밥에 낫토를 얹고 날달걀을 풀어 비벼먹는 것이 일반적인 방법이다.낫토는 골다공증 예방, 변비, 다이어트에 효과가 있는 것으로 알려졌다. 최근에는 낫토를 지속적으로 섭취하면 고지혈증을 개선하는 효과가 있다는 연구결과가 발표되기도 했다.두유(豆乳, soybean milk)는 우리나라를 비롯하여 중국과 일본 등에서 콩국으로 마셔왔다.가정에서 두유(북한에서는 '콩우유'라고 부른다)를 만드는 방법은 다음과 같다.① 콩을 물에 담가 하루 정도 불린다.② 불린 콩을 삶는다.③ 삶아서 껍질 깐 콩 1/2컵, 물 150㎖(콩 분량의 1.5배 분량)를 넣고 믹서로 간다.④ 각자의 취향에 따라 약간의 소금 또는 설탕을 넣어 마신다.두유는 훌륭한 단백질 공급원(100㎖당 4.4g)이며, 식물성 지방으로 콜레스테롤이 전혀 없으므로 혈관 건강에 유익한 식품이다. 가정에서 만든 두유의 칼슘 함량은 100㎖ 당 17㎎으로 우유(105㎎)보다 훨씬 적다. 그러나 시판 두유는 대부분 칼슘을 첨가해 우유의 칼슘 함량과 거의 비슷하게 맞춘 제품들이 많다. 시판 중인 두유는 대부분 소비자의 입맛에 맞추기 위해 설탕 등 감미료를 넣어 제조하기 때문에 맛이 달다. 두유에는 설탕(천연 감미료) 외에도 고소한 향을 주는 착향료, 물과 기름을 섞이게 하는 유화제 등 식품첨가물이 들어간다.두유의 웰빙 성분인 아이소플라본은 체내에서 여성호르몬(에스트로겐)과 비슷하게 작용한다. 따라서 폐경기 여성에게 추천하는 음료이다. 안면 홍조, 우울감, 기억력 감퇴 등 갱년기 증상 완화에 도움이 된다.여름에 즐겨 먹는 콩국수는 땀과 더위로 결핍되기 쉬운 영양소들을 보충할 수 있는 음식이다. 콩국수는 예나 지금이나 입맛이 없고 땀을 많이 흘리게 되는 여름이면 더위에 지친 심신에 활력을 주는 보양식이다. 여름에는 땀으로 체내의 질소가 다량 배설되므로 단백질 보충이 필요한데 콩은 칼로리나 지방질, 당질은 적은 반면, 단백질은 풍부한 저지방 고단백 식품으로 피로 회복을 돕고 혈관을 튼튼하게 유지시켜 동맥경화 예방 및 노화 지연에 도움이 된다."
230,"▶남자의 발은, 조금 더 깨끗이 씻고, 벗겨내고 문지르는 관리가 필요하다특히 여름철에 멋진 브라운 샌들을 신은 남자의 샌들 사이로 거칠고 하얗게 각질이 일어나 있다든지, 회식 자리에 갔는데 신발을 벗자마자 그 남자에게서 꼬릿한 발 냄새가 올라온다든지 하면 좋았던 그의 인상은 바로 무너져 버릴 것이다. 양말을 신지 않는 습관 역시 각질뿐만이 아니라 발 냄새도 유발한다. 흡습성이 좋은 양말을 신고 구두는 2~3켤레를 준비해서 번갈아가면서 신고, 하루 종일 구두를 신은 발은 발가락 사이사이를 꼼꼼하게 닦자. 이런 노력들이 언제 어디서든지 당당하게 구두를 벗을 수 있는 발로 만들어 줄 것이다.▶발 냄새의 원인은 땀과 잡균"
231,복분자(覆盆子) 이름의 유래를 아세요? 복분자를 먹고 요강을 엎었다고 복분자(覆盆子)라고 불리었답니다. 고운 빛깔의 기력 보강제 복분자! 복분자주에 장어 한 점이면 없던 기운도 솟아난답니다.
232,"스탠더드, 미니어처 푸들과 마찬가지로 똑똑하며 붙임성이 있다. 몸이 매우 작기 때문에 새끼를 배는 등에 더 많은 문제점을 갖는다. 가장 이상적인 토이 푸들의 체고는 대부분 도그쇼에 공개되는 치수와 같이 10인치 이하이다. 그러나 대부분 도그쇼에서는 약 8인치 가량의 푸들이 공개된다. 그리고 몇몇 개량가들은 토이 푸들보다 더 작은 변종을 만들기 위한 시도를 했으며, 그들을 '티컵' 푸들이라고 불렀다. 규정에는 변종에 대한 어떠한 제약은 없지만, 너무 작은 개들은 출생 때 더 많은 문제점을 갖는다."
233,해바라기는 관상용뿐만 아니라 식용으로 씨가 새롭게 주목받고 있습니다. 해바라기씨에는 불포화지방산이 풍부하여 몸에 이로운 작용을 한다고 합니다.
234,"차돌박이는 소의 앞가슴 갈비뼈 아래쪽 부위인 제1갈비뼈에서 제7갈비뼈 하단부에 위치해 있다. 이 부위는 희고 단단한 지방을 포함한 근육으로, 약 15cm 정도의 폭으로 분리하여 정형한 것이 차돌박이이다. 소 한 마리에서 약 2.2kg 정도 생산되며, 고기의 결과 직각으로 썰면 하얀 지방이 살코기 속에 차돌처럼 박혀 있는 것같이 보인다. 차돌박이의 지방은 연골처럼 단단한 근간지방으로 근육 사이에 박혀 있기 때문에 어떻게 썰어도 지방이 살코기 속에 들어 있게 된다.차돌박이의 살코기는 짙은 적색을 띠며 고기의 결이 거친 편에 속한다. 살코기가 두껍고 하얀 지방층과 함께 얇고 가는 근내지방들이 섞여 있어 고소하고 다즙성이 좋다. 차돌처럼 박힌 지방이 매우 단단하기 때문에 얇게 썰어 샤부샤부나 구이용으로 사용하는 것이 좋다. 차돌박이를 구울 때 나오는 지방의 향미는 입안의 침샘을 자극하기에 충분할 정도로 고소하다. 쫀득하면서도 꼬들꼬들하게 씹히는 저작감이 질기지도 무르지도 않아 한번 그 맛에 중독되면 좀처럼 벗어나기 어렵다."
